norm_time,Character_status,ecg,hr,rr,marker
0.0,Walk,0.067,87.0,712.0,
0.007695622,Walk,0.074,,,
0.015391244,Walk,0.072,,,
0.023086866,Walk,0.072,,,
0.030782488,Walk,0.079,,,
0.03847811,Walk,0.081,,,
0.046173732,Walk,0.079,,,
0.053869354,Walk,0.076,,,
0.061564976,Walk,0.062,,,
0.069260598,Walk,0.045,,,
0.07695622,Walk,0.043,,,
0.083,Walk,,,,
0.084651842,Walk,0.048,,,
0.092347464,Walk,0.05,,,
0.100043086,Walk,0.045,,,
0.107738708,Walk,0.031,,,
0.11543433,Walk,0.026,,,
0.123129952,Walk,0.04,,,
0.130825574,Walk,0.048,,,
0.138521196,Walk,0.038,,,
0.146216818,Walk,0.038,,,
0.15391244,Walk,0.048,,,
0.161608062,Walk,0.06,,,
0.166,Walk,,,,
0.169303684,Walk,0.062,,,
0.176999306,Walk,0.057,,,
0.184694928,Walk,0.052,,,
0.19239055,Walk,0.048,,,
0.200086172,Walk,0.043,,,
0.207781794,Walk,0.045,,,
0.215477416,Walk,0.072,,,
0.223173038,Walk,0.117,,,
0.23086866,Walk,0.137,,,
0.238564282,Walk,0.134,,,
0.246259904,Walk,0.134,,,
0.25,Walk,,,,
0.253955526,Walk,0.115,,,
0.261651148,Walk,0.076,,,
0.26934677,Walk,0.062,,,
0.277042392,Walk,0.079,,,
0.284738014,Walk,0.086,,,
0.292433636,Walk,0.076,,,
0.300129258,Walk,0.081,,,
0.30782488,Walk,0.088,,,
0.315520502,Walk,0.088,,,
0.323216124,Walk,0.084,,,
0.330911746,Walk,0.146,,,
0.333,Walk,,,,
0.338607368,Walk,0.471,,,
0.34630299,Walk,1.079,,,
0.353998612,Walk,1.262,,,
0.361694234,Walk,0.315,,,
0.369389856,Walk,-0.735,,,
0.377085478,Walk,-0.577,,,
0.3847811,Walk,-0.038,,,
0.392476722,Walk,-0.014,,,
0.400172344,Walk,-0.019,,,
0.407867966,Walk,0.115,,,
0.415563588,Walk,0.139,,,
0.416,Walk,,,,
0.42325921,Walk,0.127,,,
0.430954832,Walk,0.165,,,
0.438650454,Walk,0.18,,,
0.446346076,Walk,0.18,,,
0.454041698,Walk,0.197,,,
0.46173732,Walk,0.202,,,
0.469432942,Walk,0.204,,,
0.477128564,Walk,0.221,,,
0.484824186,Walk,0.24,,,
0.492519808,Walk,0.254,,,
0.5,Walk,,,,
0.50021543,Walk,0.274,,,
0.507911052,Walk,0.29,,,
0.515606674,Walk,0.305,,,
0.523302296,Walk,0.317,,,
0.530997918,Walk,0.331,,,
0.53869354,Walk,0.336,,,
0.546389162,Walk,0.334,,,
0.554084784,Walk,0.324,,,
0.56178043,Walk,0.295,,,
0.569476052,Walk,0.252,,,
0.577171674,Walk,0.226,,,
0.583,Walk,,,,
0.584867296,Walk,0.209,,,
0.592562918,Walk,0.187,,,
0.60025854,Walk,0.161,,,
0.607954162,Walk,0.12,,,
0.615649784,Walk,0.076,,,
0.623345406,Walk,0.04,,,
0.631041028,Walk,0.019,,,
0.63873665,Walk,-0.007,,,
0.646432272,Walk,-0.036,,,
0.654127894,Walk,-0.04,,,
0.661823516,Walk,-0.028,,,
0.666,Walk,,,,
0.669519138,Walk,-0.028,,,
0.67721476,Walk,-0.033,,,
0.684910382,Walk,-0.024,,,
0.692606004,Walk,-0.004,,,
0.700301626,Walk,0.002,,,
0.707997248,Walk,-0.002,,,
0.71569287,Walk,0.0,,,
0.723388492,Walk,0.016,,,
0.731084114,Walk,0.031,,,
0.738779736,Walk,0.026,,,
0.746475358,Walk,0.031,,,
0.75,Walk,,,,
0.75417098,Walk,0.043,,,
0.761866602,Walk,0.045,,,
0.769562224,Walk,0.036,,,
0.777257846,Walk,0.036,,,
0.784953468,Walk,0.043,,,
0.79264909,Walk,0.043,,,
0.800344712,Walk,0.036,,,
0.808040334,Walk,0.036,,,
0.815735956,Walk,0.033,,,
0.823431578,Walk,0.028,,,
0.8311272,Walk,0.031,,,
0.833,Walk,,,,
0.838822822,Walk,0.036,,,
0.846518444,Walk,0.033,,,
0.854214066,Walk,0.036,,,
0.861909688,Walk,0.04,,,
0.86960531,Walk,0.036,,,
0.877300932,Walk,0.028,,,
0.884996554,Walk,0.028,,,
0.892692176,Walk,0.036,,,
0.900387798,Walk,0.069,,,
0.90808342,Walk,0.108,,,
0.915779042,Walk,0.12,,,
0.916,Walk,,,,
0.923474664,Walk,0.125,,,
0.931170286,Walk,0.12,,,
0.938865908,Walk,0.091,,,
0.94656153,Walk,0.067,,,
0.954257152,Walk,0.064,,,
0.961952774,Walk,0.069,,,
0.969648396,Walk,0.069,,,
0.977344018,Walk,0.074,,,
0.98503964,Walk,0.079,,,
0.992735262,Walk,0.081,,,
0.999,Walk,,,,
1.000430884,Walk,0.079,,,
1.008126506,Walk,0.079,,,
1.015822128,Walk,0.204,,,
1.02351775,Walk,0.656,,,
1.031213372,Walk,1.257,,,
1.038908994,Walk,1.077,,,
1.046604616,Walk,-0.139,,,
1.054300238,Walk,-0.853,,,
1.06199586,Walk,-0.379,,,
1.069691482,Walk,-0.012,,,
1.077387104,Walk,-0.088,,,
1.083,Walk,,,,
1.085082726,Walk,0.007,,,
1.092778348,Walk,0.129,,,
1.10047397,Walk,0.105,,,
1.108169592,Walk,0.127,,,
1.115865214,Walk,0.182,,,
1.12356086,Walk,0.18,86.0,736.0,
1.131256482,Walk,0.182,,753.0,
1.138952104,Walk,0.206,,,
1.146647726,Walk,0.214,,,
1.154343348,Walk,0.218,,,
1.16203897,Walk,0.228,,,
1.166,Walk,,,,
1.169734592,Walk,0.242,,,
1.177430214,Walk,0.257,,,
1.185125836,Walk,0.266,,,
1.192821458,Walk,0.271,,,
1.20051708,Walk,0.288,,,
1.208212702,Walk,0.312,,,
1.215908324,Walk,0.317,,,
1.223603946,Walk,0.312,,,
1.231299568,Walk,0.315,,,
1.23899519,Walk,0.305,,,
1.246690812,Walk,0.281,,,
1.251,Walk,,,,
1.254386434,Walk,0.262,,,
1.262082056,Walk,0.242,,,
1.269777678,Walk,0.218,,,
1.2774733,Walk,0.194,,,
1.285168922,Walk,0.161,,,
1.292864544,Walk,0.117,,,
1.300560166,Walk,0.072,,,
1.308255788,Walk,0.028,,,
1.31595141,Walk,-0.004,,,
1.323647032,Walk,-0.019,,,
1.331342654,Walk,-0.028,,,
1.333,Walk,,,,
1.339038276,Walk,-0.033,,,
1.346733898,Walk,-0.026,,,
1.35442952,Walk,-0.016,,,
1.362125142,Walk,-0.009,,,
1.369820764,Walk,-0.002,,,
1.377516386,Walk,0.009,,,
1.385212008,Walk,0.019,,,
1.39290763,Walk,0.024,,,
1.400603252,Walk,0.028,,,
1.408298874,Walk,0.033,,,
1.415,Walk,,,,
1.415994496,Walk,0.045,,,
1.423690118,Walk,0.048,,,
1.43138574,Walk,0.045,,,
1.439081362,Walk,0.05,,,
1.446776984,Walk,0.052,,,
1.454472606,Walk,0.048,,,
1.462168228,Walk,0.048,,,
1.46986385,Walk,0.052,,,
1.477559472,Walk,0.055,,,
1.485255094,Walk,0.05,,,
1.492950716,Walk,0.048,,,
1.499,Walk,,,,
1.500646338,Walk,0.048,,,
1.50834196,Walk,0.052,,,
1.516037582,Walk,0.052,,,
1.523733204,Walk,0.052,,,
1.531428826,Walk,0.055,,,
1.539124448,Walk,0.06,,,
1.54682007,Walk,0.055,,,
1.554515692,Walk,0.038,,,
1.562211314,Walk,0.026,,,
1.569906936,Walk,0.016,,,
1.577602558,Walk,0.014,,,
1.582,Walk,,,,
1.58529818,Walk,0.048,,,
1.592993802,Walk,0.091,,,
1.600689424,Walk,0.103,,,
1.608385046,Walk,0.105,,,
1.616080668,Walk,0.105,,,
1.62377629,Walk,0.079,,,
1.631471912,Walk,0.05,,,
1.639167534,Walk,0.048,,,
1.646863156,Walk,0.064,,,
1.654558778,Walk,0.072,,,
1.6622544,Walk,0.072,,,
1.665,Walk,,,,
1.669950022,Walk,0.074,,,
1.677645644,Walk,0.069,,,
1.68534129,Walk,0.064,,,
1.693036912,Walk,0.069,,,
1.700732534,Walk,0.211,,,
1.708428156,Walk,0.704,,,
1.716123778,Walk,1.305,,,
1.7238194,Walk,1.074,,,
1.731515022,Walk,-0.139,,,
1.739210644,Walk,-0.795,,,
1.746906266,Walk,-0.327,,,
1.748,Walk,,,,
1.754601888,Walk,0.009,,,
1.76229751,Walk,-0.074,,,
1.769993132,Walk,-0.004,,,
1.777688754,Walk,0.105,,,
1.785384376,Walk,0.091,,,
1.793079998,Walk,0.103,,,
1.80077562,Walk,0.144,,,
1.808471242,Walk,0.144,,,
1.816166864,Walk,0.149,,,
1.823862486,Walk,0.175,,,
1.831558108,Walk,0.192,,,
1.832,Walk,,,,
1.83925373,Walk,0.204,,,
1.846949352,Walk,0.216,,,
1.854644974,Walk,0.226,,,
1.862340596,Walk,0.235,,,
1.870036218,Walk,0.245,,,
1.87773184,Walk,0.257,,,
1.885427462,Walk,0.276,,,
1.893123084,Walk,0.293,,,
1.900818706,Walk,0.3,,,
1.908514328,Walk,0.295,,,
1.915,Walk,,,,
1.91620995,Walk,0.29,,,
1.923905572,Walk,0.281,,,
1.931601194,Walk,0.259,,,
1.939296816,Walk,0.238,,,
1.946992438,Walk,0.218,,,
1.95468806,Walk,0.199,,,
1.962383682,Walk,0.173,,,
1.970079304,Walk,0.137,,,
1.977774926,Walk,0.101,,,
1.985470548,Walk,0.069,,,
1.99316617,Walk,0.033,,,
1.999,Walk,,,,
2.000861792,Walk,0.002,,,
2.008557414,Walk,-0.012,,,
2.016253036,Walk,-0.014,,,
2.023948658,Walk,-0.016,,,
2.03164428,Walk,-0.014,,,
2.039339902,Walk,-0.007,,,
2.047035524,Walk,-0.009,,,
2.054731146,Walk,-0.007,,,
2.062426768,Walk,0.004,,,
2.07012239,Walk,0.009,,,
2.077818012,Walk,0.002,,,
2.082,Walk,,,,
2.085513634,Walk,-0.002,,,
2.093209256,Walk,0.004,,,
2.100904878,Walk,0.014,,,
2.1086005,Walk,0.019,,,
2.116296122,Walk,0.024,,,
2.123991744,Walk,0.026,,,
2.131687366,Walk,0.028,,,
2.139382988,Walk,0.026,,,
2.14707861,Walk,0.028,,,
2.154774232,Walk,0.031,,,
2.162469854,Walk,0.033,,,
2.165,Walk,,,,
2.170165476,Walk,0.036,,,
2.177861098,Walk,0.036,,,
2.18555672,Walk,0.033,,,
2.193252342,Walk,0.038,,,
2.200947964,Walk,0.043,,,
2.208643586,Walk,0.04,,,
2.216339208,Walk,0.045,,,
2.22403483,Walk,0.052,,,
2.231730452,Walk,0.052,,,
2.239426074,Walk,0.05,,,
2.24712172,Walk,0.052,85.0,715.0,
2.249,Walk,,,,
2.254817342,Walk,0.048,,,
2.262512964,Walk,0.038,,,
2.270208586,Walk,0.036,,,
2.277904208,Walk,0.045,,,
2.28559983,Walk,0.072,,,
2.293295452,Walk,0.101,,,
2.300991074,Walk,0.096,,,
2.308686696,Walk,0.098,,,
2.316382318,Walk,0.11,,,
2.32407794,Walk,0.086,,,
2.331773562,Walk,0.052,,,
2.332,Walk,,,,
2.339469184,Walk,0.05,,,
2.347164806,Walk,0.064,,,
