norm_time,Character_status,ecg,hr,rr,marker
0.0,Walk,0.002,89.0,725.0,
0.007694716,Walk,0.002,,,
0.015389432,Walk,0.012,,,
0.023084148,Walk,0.026,,,
0.030778864,Walk,0.009,,,
0.03847358,Walk,0.044,,,
0.046168296,Walk,0.053,,,
0.053863012,Walk,0.048,,,
0.061557728,Walk,0.066,,,
0.069252444,Walk,0.048,,,
0.07694716,Walk,0.068,,,
0.084641876,Walk,0.085,,,
0.085,Walk,,,,
0.092336592,Walk,0.078,,,
0.100031308,Walk,0.11,,,
0.107726024,Walk,0.09,,,
0.11542074,Walk,0.056,,,
0.123115456,Walk,0.051,,,
0.130810172,Walk,0.036,,,
0.138504888,Walk,0.044,,,
0.146199604,Walk,0.029,,,
0.15389432,Walk,0.022,,,
0.161589036,Walk,0.039,,,
0.168,Walk,,,,
0.169283752,Walk,0.019,,,
0.176978468,Walk,0.041,,,
0.184673184,Walk,0.056,,,
0.1923679,Walk,0.036,,,
0.200062616,Walk,0.051,,,
0.207757332,Walk,0.046,,,
0.215452048,Walk,0.061,,,
0.223146764,Walk,0.088,,,
0.23084148,Walk,0.07,,,
0.238536196,Walk,0.088,,,
0.246230912,Walk,0.09,,,
0.251,Walk,,,,
0.253925628,Walk,0.08,,,
0.261620344,Walk,0.085,,,
0.26931506,Walk,0.053,,,
0.277009776,Walk,0.07,,,
0.284704492,Walk,0.092,,,
0.292399208,Walk,0.07,,,
0.300093924,Walk,0.08,,,
0.30778864,Walk,0.078,,,
0.315483356,Walk,0.08,,,
0.323178072,Walk,0.08,,,
0.330872788,Walk,0.066,,,
0.335,Walk,,,,
0.338567504,Walk,0.092,,,
0.34626222,Walk,0.08,,,
0.353956936,Walk,0.066,,,
0.361651652,Walk,0.088,,,
0.369346368,Walk,0.073,,,
0.377041084,Walk,0.08,,,
0.3847358,Walk,0.073,,,
0.392430516,Walk,0.041,,,
0.400125232,Walk,0.073,,,
0.407819948,Walk,0.097,,,
0.415514664,Walk,0.117,,,
0.418,Walk,,,,
0.42320938,Walk,0.129,,,
0.430904096,Walk,0.102,,,
0.438598812,Walk,0.1,,,
0.446293528,Walk,0.085,,,
0.453988244,Walk,0.088,,,
0.46168296,Walk,0.114,,,
0.469377676,Walk,0.092,,,
0.477072392,Walk,0.097,,,
0.484767108,Walk,0.1,,,
0.492461824,Walk,0.078,,,
0.5,Walk,,,,
0.50015654,Walk,0.031,,,
0.507851256,Walk,-0.11,,,
0.515545972,Walk,-0.024,,,
0.523240688,Walk,0.682,,,
0.530935404,Walk,1.733,,,
0.53863012,Walk,2.071,,,
0.546324836,Walk,1.039,,,
0.554019552,Walk,-0.083,,,
0.561714308,Walk,-0.129,,,
0.569408606,Walk,0.058,,,
0.577102904,Walk,-0.1,,,
0.584,Walk,,,,
0.584797202,Walk,-0.166,,,
0.5924915,Walk,-0.085,,,
0.600185798,Walk,-0.073,,,
0.607880096,Walk,-0.107,,,
0.615574394,Walk,-0.07,,,
0.623268692,Walk,-0.044,,,
0.63096299,Walk,-0.066,,,
0.638657288,Walk,-0.024,,,
0.646351586,Walk,-0.014,,,
0.654045884,Walk,-0.034,,,
0.661740182,Walk,-0.012,,,
0.667,Walk,,,,
0.66943448,Walk,-0.009,,,
0.677128778,Walk,0.012,,,
0.684823076,Walk,0.024,,,
0.692517374,Walk,0.022,,,
0.700211672,Walk,0.061,,,
0.70790597,Walk,0.063,,,
0.715600268,Walk,0.068,,,
0.723294566,Walk,0.095,,,
0.730988864,Walk,0.095,,,
0.738683162,Walk,0.124,,,
0.74637746,Walk,0.129,,,
0.751,Walk,,,,
0.754071758,Walk,0.134,,,
0.761766056,Walk,0.151,,,
0.769460354,Walk,0.105,,,
0.777154652,Walk,0.073,,,
0.78484895,Walk,0.063,,,
0.792543248,Walk,0.034,,,
0.800237546,Walk,0.036,,,
0.807931844,Walk,0.017,,,
0.815626142,Walk,0.017,,,
0.82332044,Walk,0.034,,,
0.831014738,Walk,0.019,,,
0.834,Walk,,,,
0.838709036,Walk,0.034,,,
0.846403334,Walk,0.039,,,
0.854097632,Walk,0.039,,,
0.86179193,Walk,0.058,,,
0.869486228,Walk,0.041,,,
0.877180526,Walk,0.063,,,
0.884874824,Walk,0.08,,,
0.892569122,Walk,0.063,,,
0.90026342,Walk,0.085,,,
0.907957718,Walk,0.085,,,
0.915652016,Walk,0.09,,,
0.918,Walk,,,,
0.923346314,Walk,0.105,,,
0.931040612,Walk,0.088,,,
0.93873491,Walk,0.107,,,
0.946429208,Walk,0.102,,,
0.954123506,Walk,0.092,,,
0.961817804,Walk,0.117,,,
0.969512102,Walk,0.1,,,
0.9772064,Walk,0.105,,,
0.984900698,Walk,0.11,,,
0.992594996,Walk,0.09,,,
1.000289294,Walk,0.114,,,
1.001,Walk,,,,
1.007983592,Walk,0.107,,,
1.01567789,Walk,0.105,,,
1.023372188,Walk,0.107,,,
1.031066486,Walk,0.073,,,
1.038760784,Walk,0.092,,,
1.046455082,Walk,0.117,,,
1.05414938,Walk,0.132,,,
1.061843678,Walk,0.144,,,
1.069537976,Walk,0.119,,,
1.077232274,Walk,0.112,,,
1.084926572,Walk,0.095,,,
1.085,Walk,,,,
1.09262087,Walk,0.083,,,
1.100315168,Walk,0.117,,,
1.108009466,Walk,0.102,,,
1.115703764,Walk,0.102,,,
1.123398098,Walk,0.122,87.0,734.0,
1.131092396,Walk,0.088,,734.0,
1.138786694,Walk,0.031,,,
1.146480992,Walk,-0.1,,,
1.15417529,Walk,-0.009,,,
1.161869588,Walk,0.762,,,
1.168,Walk,,,,
1.169563886,Walk,1.892,,,
1.177258184,Walk,2.2880000000000003,,,
1.184952482,Walk,1.367,,,
1.19264678,Walk,0.168,,,
1.200341078,Walk,-0.122,,,
1.208035376,Walk,0.012,,,
1.215729674,Walk,-0.085,,,
1.223423972,Walk,-0.19,,,
1.23111827,Walk,-0.154,,,
1.238812568,Walk,-0.112,,,
1.246506866,Walk,-0.141,,,
1.251,Walk,,,,
1.254201164,Walk,-0.134,,,
1.261895462,Walk,-0.097,,,
1.26958976,Walk,-0.129,,,
1.277284058,Walk,-0.119,,,
1.284978356,Walk,-0.09,,,
1.292672654,Walk,-0.092,,,
1.300366952,Walk,-0.07,,,
1.30806125,Walk,-0.078,,,
1.315755548,Walk,-0.066,,,
1.323449846,Walk,-0.039,,,
1.331144144,Walk,-0.044,,,
1.335,Walk,,,,
1.338838442,Walk,-0.014,,,
1.34653274,Walk,-0.007,,,
1.354227038,Walk,-0.002,,,
1.361921336,Walk,0.026,,,
