norm_time,Character_status,ecg,hr,rr,marker
4.779042492,Walk,-0.007,,,
4.786738114,Walk,-0.009,,,
4.794433736,Walk,0.0,,,
4.802129358,Walk,0.004,,,
4.80982498,Walk,0.0,,,
4.817520602,Walk,-0.007,,,
4.825216224,Walk,-0.012,,,
4.831,Walk,,,,
4.832911846,Walk,-0.012,,,
4.840607468,Walk,-0.019,,,
4.84830309,Walk,-0.026,,,
4.855998712,Walk,0.007,,,
4.863694334,Walk,0.045,,,
4.871389956,Walk,0.055,,,
4.879085578,Walk,0.062,,,
4.8867812,Walk,0.069,,,
4.894476822,Walk,0.045,,,
4.902172444,Walk,0.012,,,
4.909868066,Walk,0.007,,,
4.916,Walk,,,,
4.917563688,Walk,0.024,,,
4.92525931,Walk,0.031,,,
4.932954932,Walk,0.031,,,
4.940650554,Walk,0.043,,,
4.948346176,Walk,0.05,,,
4.956041798,Walk,0.038,,,
4.96373742,Walk,0.016,,,
4.971433042,Walk,0.086,,,
4.979128664,Walk,0.461,,,
4.986824286,Walk,1.115,,,
4.994519908,Walk,1.267,,,
4.999,Walk,,,,
5.00221553,Walk,0.235,,,
5.009911152,Walk,-0.786,,,
5.017606774,Walk,-0.545,,,
5.025302396,Walk,-0.031,,,
5.032998018,Walk,-0.045,,,
5.04069364,Walk,-0.038,,,
5.048389262,Walk,0.096,,,
5.056084908,Walk,0.108,87.0,689.0,
5.06378053,Walk,0.108,,,
5.071476152,Walk,0.158,,,
5.079171774,Walk,0.173,,,
5.082,Walk,,,,
5.086867396,Walk,0.17,,,
5.094563018,Walk,0.194,,,
5.10225864,Walk,0.214,,,
5.109954262,Walk,0.223,,,
5.117649884,Walk,0.24,,,
5.125345506,Walk,0.262,,,
5.133041128,Walk,0.274,,,
5.14073675,Walk,0.283,,,
5.148432372,Walk,0.3,,,
5.156127994,Walk,0.327,,,
5.163823616,Walk,0.348,,,
5.165,Walk,,,,
5.171519238,Walk,0.355,,,
5.17921486,Walk,0.353,,,
5.186910482,Walk,0.351,,,
5.194606104,Walk,0.346,,,
5.202301726,Walk,0.319,,,
5.209997348,Walk,0.295,,,
5.21769297,Walk,0.274,,,
5.225388592,Walk,0.235,,,
5.233084214,Walk,0.189,,,
5.240779836,Walk,0.141,,,
5.248,Walk,,,,
5.248475458,Walk,0.093,,,
5.25617108,Walk,0.048,,,
5.263866702,Walk,0.007,,,
5.271562324,Walk,-0.024,,,
5.279257946,Walk,-0.043,,,
5.286953568,Walk,-0.052,,,
5.289,Walk,,,,
5.29464919,Walk,-0.057,,,
5.302344812,Walk,-0.052,,,
5.310040434,Walk,-0.04,,,
5.317736056,Walk,-0.036,,,
5.325431678,Walk,-0.031,,,
5.3331273,Walk,-0.021,,,
5.334,Walk,,,,
5.340822922,Walk,-0.024,,,
5.348518544,Walk,-0.036,,,
5.356214166,Walk,-0.033,,,
5.363909788,Walk,-0.021,,,
5.37160541,Walk,-0.021,,,
5.379301032,Walk,-0.024,,,
5.386996654,Walk,-0.016,,,
5.394692276,Walk,-0.009,,,
5.402387898,Walk,-0.004,,,
5.41008352,Walk,-0.007,,,
5.417779142,Walk,-0.009,,,
5.419,Walk,,,,
5.425474764,Walk,-0.007,,,
5.433170386,Walk,-0.002,,,
5.440866008,Walk,-0.002,,,
5.44856163,Walk,-0.007,,,
5.456257252,Walk,-0.007,,,
5.463952874,Walk,-0.007,,,
5.471648496,Walk,-0.004,,,
5.479344118,Walk,-0.004,,,
5.48703974,Walk,-0.004,,,
5.494735362,Walk,-0.007,,,
5.502430984,Walk,-0.014,,,
5.508,Walk,,,,
5.510126606,Walk,-0.012,,,
5.517822228,Walk,0.012,,,
5.52551785,Walk,0.052,,,
5.533213472,Walk,0.076,,,
5.540909094,Walk,0.081,,,
5.548604716,Walk,0.088,,,
5.556300338,Walk,0.081,,,
5.56399596,Walk,0.05,,,
5.571691582,Walk,0.033,,,
5.579387204,Walk,0.038,,,
5.587082826,Walk,0.048,,,
5.594,Walk,,,,
5.594778448,Walk,0.052,,,
5.60247407,Walk,0.055,,,
5.610169692,Walk,0.062,,,
5.617865338,Walk,0.067,87.0,673.0,
5.625561378,Walk,0.06,,649.0,
5.633257418,Walk,0.064,,,
5.640953458,Walk,0.202,,,
5.648649498,Walk,0.67,,,
5.656345538,Walk,1.274,,,
5.664041578,Walk,1.07,,,
5.671737618,Walk,-0.153,,,
5.678,Walk,,,,
5.679433658,Walk,-0.834,,,
5.687129698,Walk,-0.355,,,
5.694825738,Walk,-0.002,,,
5.702521778,Walk,-0.088,,,
5.710217818,Walk,-0.009,,,
5.717913858,Walk,0.108,,,
5.725609898,Walk,0.096,,,
5.733305938,Walk,0.115,,,
5.741001978,Walk,0.158,,,
5.748698018,Walk,0.158,,,
5.756394058,Walk,0.175,,,
5.761,Walk,,,,
5.764090098,Walk,0.202,,,
5.771786138,Walk,0.211,,,
5.779482178,Walk,0.221,,,
5.787178218,Walk,0.24,,,
