norm_time,CharacterStatus,ECG,HR,RR,Marker
4.172570112,,0.795,,,
4.18027008,,-0.131,,,
4.187960064,,-0.156,,,
4.195660032,,0.109,,,
4.20336,,-0.057,,,
4.211059968,,-0.139,,,
4.218760192,,-0.007,,,
4.22646016,,-0.002,,,
4.234160128,,-0.049,,,
4.241850112,,-0.009,,,
4.24955008,,0.024,,,
4.257250048,,0.029,,,
4.264950016,,0.037,,,
4.272649984,,0.047,,,
4.280350208,,0.067,,,
4.288050176,,0.094,,,
4.29574016,,0.119,,,
4.303440128,,0.141,,,
4.311140096,,0.169,,,
4.318840064,,0.201,,,
4.326540032,,0.223,,,
4.33424,,0.233,,,
4.341939968,,0.246,,,
4.349629952,,0.261,,,
4.357330176,,0.266,,,
4.365030144,,0.256,,,
4.372730112,,0.223,,,
4.38043008,,0.169,,,
4.388130048,,0.121,,,
4.395830016,,0.067,,,
4.40352,,0.0,,,
4.411219968,,-0.042,,,
4.418920192,,-0.064,,,
4.42662016,,-0.082,,,
4.434320128,,-0.079,,,
4.442020096,,-0.059,,,
4.44971008,,-0.047,,,
4.457410048,,-0.044,,,
4.465110016,,-0.032,,,
4.472809984,,-0.017,,,
4.480509952,,-0.002,,,
4.488210176,,0.012,,,
4.495910144,,0.034,,,
4.503600128,,0.054,,,
4.511300096,,0.052,,,
4.519000064,,0.044,,,
4.526700032,,0.059,,,
4.5344,,0.079,,,
4.542099968,,0.079,,,
4.549800192,,0.069,,,
4.55750016,,0.057,,,
4.565190144,,0.052,,,
4.572890112,,0.059,,,
4.58059008,,0.069,,,
4.588290048,,0.079,,,
4.595990016,,0.094,,,
4.603689984,,0.099,,,
4.611389952,,0.091,,,
4.619080192,,0.089,,,
4.62678016,,0.096,,,
4.634480128,,0.096,,,
4.642180096,,0.087,,,
4.649880064,,0.079,,,
4.657580032,,0.087,,,
4.66528,,0.099,,,
4.672969984,,0.094,,,
4.680670208,,0.084,,,
4.688370176,,0.091,,,
4.696070144,,0.089,,,
4.703770112,,0.079,,,
4.71147008,,0.079,,,
4.719170048,,0.077,,,
4.726860032,,0.052,,,
4.73456,,0.0,,,
4.742259968,,-0.009,,,
4.749960192,,0.275,,,
4.75766016,,0.954,,,
4.765360128,,1.556,,,
4.773060096,,1.367,,,
4.780760064,,0.375,,,
4.788450048,,-0.266,,,
4.796150016,,-0.042,,,
4.803849984,,0.067,,,
4.811550208,,-0.126,,,
4.819250176,,-0.087,,,
4.826950144,,-0.007,,,
4.834650112,,-0.062,,,
4.842340096,,-0.057,,,
4.850040064,,0.0,,,
4.857740032,,0.004,,,
4.86544,,0.004,,,
4.873139968,,0.022,,,
4.880840192,,0.019,,,
4.88854016,,0.017,,,
4.896230144,,0.057,,,
4.903930112,,0.104,,,
4.91163008,,0.124,,,
4.919330048,,0.134,,,
4.927030016,,0.136,,,
4.934729984,,0.149,,,
4.942430208,,0.191,,,
4.950120192,,0.236,,,
4.95782016,,0.248,,,
4.965520128,,0.246,,,
4.973220096,,0.238,,,
4.980920064,,0.206,,,
4.988620032,,0.161,,,
4.99632,,0.126,,,
5.004009984,,0.079,,,
5.011709952,,0.002,,,
5.019410176,,-0.074,,,
5.027110144,,-0.111,,,
5.034810112,,-0.126,,,
5.04251008,,-0.111,,,
5.050210048,,-0.064,,,
5.057910016,,-0.037,98.0,601.0,
5.0656,,-0.062,,596.0,
5.073299968,,-0.082,,,
5.081000192,,-0.072,,,
5.08870016,,-0.069,,,
5.096400128,,-0.057,,,
5.104100096,,-0.029,,,
5.11179008,,-0.017,,,
5.119490048,,-0.029,,,
5.127190016,,-0.019,,,
5.134889984,,0.002,,,
5.142589952,,-0.012,,,
5.150290176,,-0.039,,,
5.157990144,,-0.042,,,
5.165680128,,-0.032,,,
5.173380096,,-0.019,,,
5.181080064,,-0.014,,,
5.188780032,,-0.007,,,
5.19648,,0.017,,,
5.204179968,,0.024,,,
5.211870208,,0.002,,,
5.219570176,,-0.002,,,
5.227270144,,0.017,,,
5.234970112,,0.017,,,
5.24267008,,-0.012,,,
5.250370048,,-0.009,,,
5.258070016,,0.019,,,
5.26576,,0.012,,,
5.273459968,,-0.012,,,
5.281160192,,-0.014,,,
5.28886016,,-0.017,,,
5.296560128,,-0.022,,,
5.304260096,,-0.009,,,
5.311960064,,-0.017,,,
5.319650048,,-0.044,,,
5.327350016,,-0.074,,,
5.335049984,,-0.094,,,
5.342750208,,0.099,,,
