norm_time,Character_status,ecg,hr,rr,marker
0.0,Walk,0.122,87.0,675.0,
0.007695622,Walk,0.158,,668.0,
0.015391244,Walk,0.165,,,
0.023086866,Walk,0.182,,,
0.030782488,Walk,0.197,,,
0.03847811,Walk,0.206,,,
0.046173732,Walk,0.226,,,
0.053869354,Walk,0.25,,,
0.061564976,Walk,0.259,,,
0.069260598,Walk,0.259,,,
0.07695622,Walk,0.274,,,
0.083,Walk,,,,
0.084651842,Walk,0.298,,,
0.092347464,Walk,0.307,,,
0.100043086,Walk,0.317,,,
0.107738708,Walk,0.334,,,
0.11543433,Walk,0.334,,,
0.123129952,Walk,0.319,,,
0.130825574,Walk,0.298,,,
0.138521196,Walk,0.276,,,
0.146216818,Walk,0.25,,,
0.15391244,Walk,0.223,,,
0.161608062,Walk,0.185,,,
0.166,Walk,,,,
0.169303684,Walk,0.127,,,
0.176999306,Walk,0.072,,,
0.184694928,Walk,0.04,,,
0.19239055,Walk,0.016,,,
0.200086172,Walk,-0.009,,,
0.207781794,Walk,-0.024,,,
0.215477416,Walk,-0.036,,,
0.223173038,Walk,-0.045,,,
0.23086866,Walk,-0.04,,,
0.238564282,Walk,-0.024,,,
0.246259904,Walk,-0.016,,,
0.25,Walk,,,,
0.253955526,Walk,-0.009,,,
0.261651148,Walk,0.002,,,
0.26934677,Walk,0.004,,,
0.277042392,Walk,0.009,,,
0.284738014,Walk,0.024,,,
0.292433636,Walk,0.033,,,
0.300129258,Walk,0.033,,,
0.30782488,Walk,0.028,,,
0.315520502,Walk,0.026,,,
0.323216124,Walk,0.028,,,
0.330911746,Walk,0.026,,,
0.333,Walk,,,,
0.338607368,Walk,0.021,,,
0.34630299,Walk,0.019,,,
0.353998612,Walk,0.019,,,
0.361694234,Walk,0.016,,,
0.369389856,Walk,0.012,,,
0.377085478,Walk,0.014,,,
0.3847811,Walk,0.024,,,
0.392476722,Walk,0.019,,,
0.400172344,Walk,0.0,,,
0.407867966,Walk,-0.019,,,
0.415563588,Walk,-0.019,,,
0.416,Walk,,,,
0.42325921,Walk,-0.007,,,
0.430954832,Walk,0.012,,,
0.438650454,Walk,0.05,,,
0.446346076,Walk,0.079,,,
0.454041698,Walk,0.079,,,
0.46173732,Walk,0.076,,,
0.469432942,Walk,0.067,,,
0.477128564,Walk,0.036,,,
0.484824186,Walk,0.019,,,
0.492519808,Walk,0.031,,,
0.499,Walk,,,,
0.50021543,Walk,0.038,,,
0.507911052,Walk,0.045,,,
0.515606674,Walk,0.055,,,
0.523302296,Walk,0.06,,,
