Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time,time_rounded,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time,Source_File
1715158418884,643.2289,Robot Kyle,-0.672267,-1.079392,0.1186462,Press,Question_3,5.0,-0.210361,0.5485644,0.1913849,-0.193933,0.5168806,0.04997168,-0.02265443,0.6058109,0.08211088,TouchFace,24.588,24.6,,,0.0087784358620029,0.0026714701938078,0.0001425568758769,0.0115924629316877,5.036744816980447,0.7572537357878686,0.2304488881741832,-5.925126323728496,24.6,0002_Robot
1715158423173,647.5181,Robot Kyle,-0.6663542,-1.079392,0.1182323,Press,Question_4,3.0,-0.1578636,0.376824,0.221377,-0.4573846,-0.04831278,-0.2230877,-0.1519547,0.5960807,0.1010635,LeftHandToFace,28.877,28.9,,,0.004651845921562,0.0017955481721825,6.715131145163414e-05,0.0065145454051961,3.4656878275930287,0.7140706883171907,0.275621407251278,-6.322444915260927,28.9,0002_Robot
1715158429926,654.2701,Robot Kyle,-0.6617427,-1.079392,0.1296655,Press,Question_5,4.0,-0.504148,-0.09926701,0.4031521,-0.1562772,0.350286,0.04025755,0.09985523,0.595072,0.2167317,RightHandToBody,35.63,35.6,,,0.0088135297992956,0.0030731999272764,0.0001681447217606,0.0120548744483327,2.666529174253026,0.7311175107688159,0.2549342127492284,-5.785035938634569,35.6,0002_Robot
1715158457661,682.0067,Robot Kyle,-0.6324244,-1.079392,0.1385504,Press,Question_7,3.0,-0.1486783,0.3956833,0.2573877,-0.1703672,0.3925139,0.08172808,0.01996448,0.617491,0.1723638,TouchBody,63.365,63.4,,,0.0482343963936282,0.0066077266034611,0.0002140277588609,0.0550561507559503,8.376671273685707,0.8760946003551684,0.1200179546287479,-5.019515617187596,63.4,0002_Robot
1715158643844,867.8912,Cow_Girl,-0.6736698,-1.079437,0.109758,Press,Question_3,3.0,-0.2451468,0.4415865,0.1807257,-0.4985838,-0.02982545,-0.210935,-0.2279533,0.585504,0.1195017,LeftHandToFace,31.161,31.2,,,0.043994609657273,0.0128052412704955,0.0002927631150556,0.0570926140428242,2.180554390191828,0.7705832075629505,0.2242889292280528,-4.357900717610807,31.2,0002_Woman
1715158643846,867.8912,Cow_Girl,-0.6736698,-1.079437,0.109758,Press,Question_3,3.0,-0.2451468,0.4415865,0.1807257,-0.4985838,-0.02982545,-0.210935,-0.2279533,0.585504,0.1195017,LeftHandToFace,31.163,31.2,,,0.043994609657273,0.0128052412704955,0.0002927631150556,0.0570926140428242,2.180554390191828,0.7705832075629505,0.2242889292280528,-4.357900717610807,31.2,0002_Woman
1715158653312,877.3604,Cow_Girl,-0.6607952,-1.079437,0.1164771,Press,Question_4,4.0,-0.2891841,0.5495232,0.1984254,-0.2590671,0.4968296,0.04777107,-0.288413,0.585195,0.1105558,TouchFace,40.629,40.6,,,0.0244599450839187,0.0116258325558881,0.0001033036648164,0.0361890813046233,2.5542659874727205,0.6758929545081837,0.3212524920991266,-4.454525712362332,40.6,0002_Woman
1715158674252,898.3007,Cow_Girl,-0.6431189,-1.079437,0.1195904,Press,Question_6,5.0,-0.2133875,0.2296617,0.245834,-0.2400808,0.1781025,-0.05745973,-0.2660512,0.5387591,0.2054872,TouchBody,61.569,61.6,,,0.036067098688225,0.0041777488945302,0.0001523827162826,0.0403972302990379,5.089688801067112,0.8928111759454962,0.1034167160373305,-5.477982719489698,61.6,0002_Woman
1715158681368,905.4161,Cow_Girl,-0.6496739,-1.079437,0.1277958,Press,Question_7,4.0,-0.5249081,-0.08426833,0.3959242,-0.2036467,0.328841,0.04532156,-0.2469781,0.5949881,0.1469428,RightHandToBody,68.685,68.7,,,0.0399882771951802,0.0044060064922046,0.0001562779365188,0.0445505616239038,9.62672910174771,0.8975931107841374,0.0988990111819515,-5.424786557111312,68.7,0002_Woman
1715323840829,718.1821,Cow_boy,-0.6783133,-1.079388,0.12245,Press,Question_2,4.0,-0.5240521,-0.08687764,0.4286691,-0.2073245,0.388689,-0.003653906,0.07705919,0.6211247,0.1304677,RightHandToBody,15.452,15.5,,,0.0494109169762876,0.008306453548889,0.0012999809432214,0.059017351468398,4.601587522627528,0.8372269467691309,0.140745955930213,-4.790722530293381,15.5,0005_Man
1715323840832,718.1821,Cow_boy,-0.6783133,-1.079388,0.12245,Press,Question_2,4.0,-0.5240521,-0.08687764,0.4286691,-0.2073245,0.388689,-0.003653906,0.07705919,0.6211247,0.1304677,RightHandToBody,15.455,15.5,,,0.0494109169762876,0.008306453548889,0.0012999809432214,0.059017351468398,4.601587522627528,0.8372269467691309,0.140745955930213,-4.790722530293381,15.5,0005_Man
1715323848841,726.1933,Cow_boy,-0.6717892,-1.079388,0.1164514,Press,Question_3,3.0,-0.2267337,0.436482,0.1630579,-0.463757,-0.06027114,-0.1375922,0.03445078,0.6080439,0.09977551,LetfHandToBody,23.464,23.5,,,0.0419679179335895,0.0059101113850745,0.0009354234997009,0.048813452818365,7.155001470120379,0.8597613057562679,0.1210754626816939,-5.131090600859397,23.5,0005_Man
1715323857963,735.3159,Cow_boy,-0.6549778,-1.079388,0.1241222,Press,Question_4,3.0,-0.1735821,0.35446,0.30609,-0.2073784,0.3788871,0.01434765,-0.02934007,0.6022735,0.1217828,TouchBody,32.586,32.6,,,0.0485691969388412,0.0069412203983967,0.0016546368707925,0.0571650542080305,7.860088837708489,0.8496309084583749,0.1214241899104447,-4.9702776700101285,32.6,0005_Man
1715323866835,744.1879,Cow_boy,-0.6443563,-1.079388,0.1282192,Press,Question_5,5.0,-0.239933,0.5779263,0.2556344,-0.2150187,0.5532207,0.03132639,-0.01834555,0.5887188,0.1220293,TouchFace,41.458,41.5,,,0.0618158055389427,0.0130393540457688,0.0024349123713716,0.0772900719560832,5.554167472857707,0.7997897268625505,0.1687067137572071,-4.339783260078014,41.5,0005_Man
1715323877416,754.7678,Cow_boy,-0.642911,-1.079388,0.1265408,Press,Question_6,2.0,-0.2256899,0.5644064,0.2435308,-0.4223475,-0.05680394,-0.1500253,-0.0269001,0.5993996,0.1034908,LeftHandToFace,52.039,52.0,,,0.0469668976323868,0.0087044947246326,0.0015653532012233,0.0572367455582428,5.360765809085523,0.8205724692120092,0.1520787850485868,-4.743915751716271,52.0,0005_Man
1715323887842,765.1956,Cow_boy,-0.6364098,-1.079388,0.1351644,Press,Question_7,3.0,-0.4908242,-0.07752717,0.4770518,-0.1577406,0.4471664,0.03567658,0.03327686,0.6017724,0.1347185,RightHandToFace,62.465,62.5,,,0.0586451965551152,0.0169459100395502,0.0037863219715372,0.0793774285662027,4.720965158097203,0.7388145171042383,0.2134852482077689,-4.0777287698739,62.5,0005_Man
1715323451815,329.8293,Robot Kyle,-0.6726422,-1.079403,0.1166812,Press,Question_2,5.0,-0.1852322,0.3192743,0.2165681,-0.1969347,0.2832257,-0.02971163,0.01782469,0.6003165,0.1048423,TouchBody,23.729,23.7,,,0.0599362569649569,0.0161846509535081,0.0030027306894301,0.0791236386078953,3.301380695402224,0.7575012729378734,0.204548871086588,-4.123691957884786,23.7,0005_Robot
1715323451816,329.8293,Robot Kyle,-0.6726422,-1.079403,0.1166812,Press,Question_2,5.0,-0.1852322,0.3192743,0.2165681,-0.1969347,0.2832257,-0.02971163,0.01782469,0.6003165,0.1048423,TouchBody,23.73,23.7,,,0.0599362569649569,0.0161846509535081,0.0030027306894301,0.0791236386078953,3.301380695402224,0.7575012729378734,0.204548871086588,-4.123691957884786,23.7,0005_Robot
1715323463616,341.6305,Robot Kyle,-0.6719666,-1.079403,0.122285,Press,Question_3,4.0,-0.5049858,-0.0956375,0.4004208,-0.1730142,0.3819619,0.04295836,0.01547359,0.6035084,0.1244363,RightHandToBody,35.53,35.5,,,0.0476594806598371,0.021831694763887,0.002279710128873,0.0717708855525971,2.745191689628204,0.6640503359110702,0.3041859466522497,-3.82439247680763,35.5,0005_Robot
1715323471836,349.8502,Robot Kyle,-0.6601791,-1.079403,0.1196953,Press,Question_4,4.0,-0.2014146,0.4462888,0.1256228,-0.4241166,-0.07084942,-0.1132926,-0.0004099375,0.5912548,0.09588028,LetfHandToBody,43.75,43.8,,,0.0546954176945563,0.0141160714662378,0.0029340124775651,0.0717455016383593,2.901147951691112,0.7623532687840732,0.1967520073577771,-4.26044131039942,43.8,0005_Robot
1715323479778,357.7919,Robot Kyle,-0.6494842,-1.079403,0.1263476,Press,Question_5,5.0,-0.2092433,0.564299,0.2010528,-0.1930985,0.5493417,0.06160269,0.0001993098,0.5924717,0.1300828,TouchFace,51.692,51.7,,,0.0472414940988331,0.0173786386510486,0.0019921357882014,0.0666122685380832,3.462071735278747,0.7092010996716684,0.2608924606900763,-4.052513490690938,51.7,0005_Robot
1715323487455,365.4705,Robot Kyle,-0.6459622,-1.079403,0.1352921,Press,Question_6,4.0,-0.4784169,-0.09186542,0.4267121,-0.1361771,0.463172,0.0463892,0.01151488,0.6056901,0.1433424,RightHandToFace,59.369,59.4,,,0.0535945120150504,0.0251397930572716,0.0034698359677632,0.0822041410400854,2.575287604018559,0.6519685180934629,0.3058214919490817,-3.6833033074660215,59.4,0005_Robot
1715328195018,122.2249,Cow_boy,-1.321791,-1.070215,0.09998808,Press,Question_0,4.0,-1.310539,-0.1610147,0.4997502,-1.298944,-0.1242471,-0.127366,-0.268692,0.5236021,0.2104186,,4.678,4.7,,,0.0287443299318587,0.0382139465108791,0.0039029060069513,0.0708611824496892,0.7013055681579122,0.405642820768154,0.5392789844850627,-3.2645547380916096,4.7,0006_Man
1715328225201,152.4079,Cow_boy,-0.6624632,-1.079368,0.1206375,Press,Question_3,4.0,-0.2419591,0.587351,0.2416783,-0.2260637,0.534377,-0.01311722,-0.1138445,0.5056542,0.1380137,TouchFace,34.861,34.9,,0.0051639493094424,0.0235109149937896,0.0173287906428373,0.0049000270708457,0.0509036820169152,1.3680631410365236,0.4618706164708677,0.3404231276841442,-4.055385961715181,34.9,0006_Man
1715328266244,193.451,Cow_boy,-0.6459966,-1.079368,0.1255375,Press,Question_5,2.0,-0.1797862,0.2581762,0.2872153,-0.2090821,0.2061598,-0.1003703,-0.09214449,0.504995,0.1390953,TouchBody,75.904,75.9,,0.0063503566186874,0.0229858971240564,0.0027105848442736,0.0001920306868278,0.0322388692738453,7.302377807232983,0.7129870755952443,0.0840781610933453,-5.910590857679007,75.9,0006_Man
1715328277616,204.8235,Cow_boy,-0.6502657,-1.079368,0.1224552,Press,Question_7,4.0,-0.2025485,0.4297882,0.1720077,-0.4400959,-0.06015861,-0.1297778,-0.04974315,0.5367298,0.1135608,LetfHandToBody,87.276,87.3,,0.0023648406409799,0.0118774256532845,0.0011129123912748,0.000112830704381,0.0154680093899204,9.698072235137678,0.7678703415466179,0.071949296332862,-6.800774923825584,87.3,0006_Man
1715328592004,518.5526,Robot Kyle,-0.9471655,-1.075839,0.09999476,Press,Question_0,3.0,-0.664062,-0.041592,0.4867354,-1.129583,-0.170286,-0.07577123,-0.3626911,0.5084633,0.2322666,,5.054,5.1,,,0.0097955016516268,0.0019943855953987,0.0002318205982321,0.0120217078452577,3.8704206499176568,0.8148178093922712,0.1658986910237954,-6.217419248304697,5.1,0006_Robot
1715328605777,532.326,Robot Kyle,-0.6709914,-1.079383,0.113761,Press,Question_2,4.0,-0.1646528,0.3867635,0.1923624,-0.4672108,-0.04417884,-0.2413014,-0.2512089,0.5265779,0.1229653,LeftHandToFace,18.827,18.8,,,0.0095485959797806,0.0004846514823012,5.641140495472098e-05,0.0100896588670366,15.397389144341828,0.9463745113302438,0.0480344765554596,-7.632080518531922,18.8,0006_Robot
1715328612804,539.3523,Robot Kyle,-0.6619143,-1.079383,0.1147929,Press,Question_3,5.0,-0.223402,0.5992125,0.182994,-0.2156119,0.5649431,0.03298865,-0.2217947,0.5498096,0.09027883,TouchFace,25.854,25.9,,,0.0042439416708199,0.0004606888960572,6.37062946524021e-05,0.0047683368615295,13.195901060617134,0.8900255569315115,0.0966141674624635,-7.6827875886413795,25.9,0006_Robot
1715328638059,564.608,Robot Kyle,-0.6684742,-1.079383,0.120668,Press,Question_5,5.0,-0.2918458,0.03507507,0.3774472,-0.458137,-0.06653285,-0.1385321,-0.2572058,0.5306033,0.1353194,LetfHandToBody,51.109,51.1,,,0.0113920397738132,0.0026361723387777,5.070519814115314e-05,0.0140789173107321,5.776068762139427,0.8091559544233753,0.1872425471785554,-5.938427285579992,51.1,0006_Robot
1715328644446,570.9954,Robot Kyle,-0.6585717,-1.079383,0.1199947,Press,Question_6,3.0,-0.1770892,0.346418,0.2032009,-0.1826744,0.3380076,0.01680336,-0.2417515,0.5451319,0.1210032,TouchBody,57.496,57.5,,,0.0110739395261987,0.0026659780236084,0.0001274224445149,0.0138673399943222,5.882458427248812,0.7985626321077315,0.1922486954744056,-5.927184300467211,57.5,0006_Robot
1715328651179,577.7291,Robot Kyle,-0.6600585,-1.079383,0.1300283,Press,Question_7,2.0,-0.5046406,-0.1012202,0.3990518,-0.1856818,0.444822,0.05549297,-0.2274273,0.5175469,0.1386084,RightHandToBody,64.229,64.2,,,0.0042078335877235,0.0032496314253523,0.0001512728550239,0.0076087378680998,3.737134523006196,0.5530264888432012,0.4270920462349748,-5.729213696655523,64.2,0006_Robot
1715328391566,318.4413,Cow_Girl,-0.7088604,-1.079416,0.09999952,Press,Question_1,3.0,-0.7867088,-0.1761009,0.3429385,-0.6151466,-0.1474547,-0.1250423,-0.2524732,0.5115696,0.2873744,,5.512,5.5,,,0.0063847901711179,0.0009804911351844,6.251159909655188e-05,0.0074277929053989,5.740777462678655,0.8595810696979884,0.1320030253497996,-6.927456953486088,5.5,0006_Woman
1715328472526,399.4021,Cow_Girl,-0.6619358,-1.079416,0.1240355,Press,Question_6,5.0,-0.5289412,-0.08791351,0.3769499,-0.2237778,0.354504,0.03771124,-0.3249244,0.5156456,0.1960715,RightHandToBody,86.472,86.5,,,0.0488575060400512,0.0053483708623941,0.0003101516911273,0.0545160285935727,9.31863845076183,0.8962044246526671,0.098106391833258,-5.230963276149353,86.5,0006_Woman
1715328482635,409.5093,Cow_Girl,-0.655406,-1.079416,0.1232415,Press,Question_7,4.0,-0.2081375,0.3137318,0.2387353,-0.2297215,0.3218108,0.04075442,-0.3457632,0.5114201,0.152826,TouchBody,96.581,96.6,,,0.0372877201293683,0.0038218471812395,0.000553764550044,0.0416633318606519,10.667563845074634,0.8949769128902516,0.0917316741258759,-5.56702141794053,96.6,0006_Woman
1715338035126,328.4011,Cow_boy,-0.6706858,-1.079377,0.1219173,Press,Question_2,4.0,-0.515964,-0.088974,0.4267708,-0.2004123,0.3916273,-0.004364394,-0.07463188,0.6270998,0.05065459,RightHandToBody,14.508,14.5,,,0.0413496690795434,0.0180605754446328,0.0009156034987195,0.0603258480228958,3.248687759314352,0.6854386707311554,0.2993836976444695,-4.014023868564427,14.5,0007_Man
1715338035127,328.4011,Cow_boy,-0.6706858,-1.079377,0.1219173,Press,Question_2,4.0,-0.515964,-0.088974,0.4267708,-0.2004123,0.3916273,-0.004364394,-0.07463188,0.6270998,0.05065459,RightHandToBody,14.509,14.5,,,0.0413496690795434,0.0180605754446328,0.0009156034987195,0.0603258480228958,3.248687759314352,0.6854386707311554,0.2993836976444695,-4.014023868564427,14.5,0007_Man
1715338045456,338.7297,Cow_boy,-0.6707377,-1.079377,0.1155892,Press,Question_3,4.0,-0.218967,0.4059056,0.1602422,-0.4625149,-0.05969656,-0.1382035,-0.1033,0.6122079,0.02754527,LetfHandToBody,24.838,24.8,,,0.0115660002597159,0.0086372504340359,0.0005125653908154,0.0207158160845673,1.8919161287975463,0.5583173847701958,0.4169399071113787,-4.751670983615648,24.8,0007_Man
1715675769032,340.0375,Cow_boy,-0.7510743,-1.078783,0.09999857,Press,Question_0,3.0,-0.7320037,-0.1400235,0.4342309,-0.6931477,-0.10763,-0.227076,-0.1011552,0.556514,0.06390818,,5.248,5.2,,,0.0336277068259746,0.0183803959409509,0.0014893653247823,0.053497468091708,1.7161645979051403,0.6285850158053905,0.3435750624579539,-3.996470620341519,5.2,0012_Man
1715675845389,416.3924,Cow_boy,-0.6608434,-1.079416,0.1264702,Press,Question_6,4.0,-0.191864,0.387293,0.2649661,-0.2226439,0.386446,0.005208112,-0.09278177,0.5302084,0.1156908,TouchBody,81.605,81.6,,,0.057199102575874,0.0703881441397452,0.031859175020684,0.1594464217363034,0.8406612013457655,0.3587355674276054,0.4414532692126198,-2.6537304371061,81.6,0012_Man
1715675852795,423.7999,Cow_boy,-0.650208,-1.079416,0.1265417,Press,Question_7,4.0,-0.203774,0.427955,0.1677566,-0.4435191,-0.06015468,-0.1285342,-0.0862005,0.5547656,0.08565353,LetfHandToBody,89.011,89.0,,,0.0600235974789446,0.0994820091373811,0.0413718345477267,0.2008774411640525,0.6831061447739071,0.2988070593249175,0.4952373375571635,-2.307778463855812,89.0,0012_Man
1715675956385,527.0802,Cow_Girl,-0.7098055,-1.079402,0.09999952,Press,Question_1,3.0,-0.7772393,-0.1502234,0.3615809,-0.5748835,-0.06845641,-0.1805295,-0.1335229,0.5565562,0.1197246,,5.304,5.3,,,0.0321458333999266,0.0180243821370935,0.0005234391818251,0.0506936547188453,2.3896923956018714,0.6341194687621615,0.3555549947436127,-4.016029874507172,5.3,0012_Woman
