time,ecg,hr,rr,marker,norm_time
1715760492689415528,0.888,91.0,639.0,,0.0
1715760492697110314,0.956,,636.0,,0.007694786
1715760492704805100,0.5670000000000001,,,,0.015389572
1715760492712499886,-0.113,,,,0.023084358
1715760492720194672,-0.308,,,,0.030779144
1715760492727889458,-0.025,,,,0.03847393
1715760492735584244,0.028,,,,0.046168716
1715760492743279030,-0.075,,,,0.053863502
1715760492750973816,-0.03,,,,0.061558288
1715760492758668602,0.002,,,,0.069253074
1715760492766363388,-0.032,,,,0.07694786
1715760492774058174,-0.021,,,,0.084642646
1715760492781752960,-0.007,,,,0.092337432
1715760492789447746,-0.016,,,,0.100032218
1715760492797142532,0.0,,,,0.107727004
1715760492804837318,0.016,,,,0.11542179
1715760492812532104,0.018,,,,0.123116576
1715760492820226890,0.025,,,,0.130811362
1715760492827921676,0.032,,,,0.138506148
1715760492835616462,0.044,,,,0.146200934
1715760492843311248,0.056,,,,0.15389572
1715760492851006034,0.065,,,,0.161590506
1715760492858700820,0.08,,,,0.169285292
1715760492866395606,0.094,,,,0.176980078
1715760492874090392,0.096,,,,0.184674864
1715760492881785178,0.096,,,,0.19236965
1715760492889479964,0.098,,,,0.200064436
1715760492897174750,0.098,,,,0.207759222
1715760492904869536,0.091,,,,0.215454008
1715760492912564322,0.089,,,,0.223148794
1715760492920259108,0.084,,,,0.23084358
1715760492927953894,0.068,,,,0.238538366
1715760492935648680,0.051,,,,0.246233152
1715760492943343466,0.04,,,,0.253927938
1715760492951038252,0.018,,,,0.261622724
1715760492958733038,-0.004,,,,0.26931751
1715760492966427824,-0.009,,,,0.277012296
1715760492974122610,-0.014,,,,0.284707082
1715760492981817396,-0.032,,,,0.292401868
1715760492989512182,-0.032,,,,0.300096654
1715760492997206968,-0.009,,,,0.30779144
1715760493004901754,-0.007,,,,0.315486226
1715760493012596540,-0.014,,,,0.323181012
1715760493020291326,-0.007,,,,0.330875798
1715760493027986112,0.0,,,,0.338570584
1715760493035680898,0.011,,,,0.34626537
1715760493043375684,0.023,,,,0.353960156
1715760493051070470,0.021,,,,0.361654942
1715760493058765256,0.021,,,,0.369349728
1715760493066460042,0.025,,,,0.377044514
1715760493074154828,0.028,,,,0.3847393
1715760493081849614,0.032,,,,0.392434086
1715760493089544400,0.04,,,,0.400128872
1715760493097239186,0.032,,,,0.407823658
1715760493104933972,0.035,,,,0.415518444
1715760493112628758,0.047,,,,0.42321323
1715760493120323544,0.044,,,,0.430908016
1715760493128018330,0.035,,,,0.438602802
1715760493135713116,0.044,,,,0.446297588
1715760493143407902,0.049,,,,0.453992374
1715760493151102688,0.035,,,,0.46168716
1715760493158797474,0.037,,,,0.469381946
1715760493166492260,0.049,,,,0.477076732
1715760493174187046,0.037,,,,0.484771518
1715760493181881832,0.028,,,,0.492466304
1715760493189576618,0.037,,,,0.50016109
1715760493197271404,0.058,,,,0.507855876
1715760493204966190,0.065,,,,0.515550662
1715760493212660976,0.054,,,,0.523245448
1715760493220355762,0.047,,,,0.530940234
1715760493228050548,0.047,,,,0.53863502
1715760493235745334,0.047,,,,0.546329806
1715760493243440120,0.049,,,,0.554024592
1715760493251134922,0.058,,,,0.561719394
1715760493258829708,0.063,,,,0.56941418
1715760493266524494,0.058,,,,0.577108966
1715760493274219280,0.075,,,,0.584803752
1715760493281914066,0.155,,,,0.592498538
1715760493289608852,0.351,,,,0.600193324
1715760493297303638,0.643,,,,0.60788811
1715760493304998424,0.892,,,,0.615582896
1715760493312693210,0.911,,,,0.623277682
1715760493320387996,0.478,,,,0.630972468
1715760493328082782,-0.15,,,,0.638667254
1715760493335777568,-0.28,,,,0.64636204
1715760493343472354,-0.014,,,,0.654056826
1715760493351167140,0.037,,,,0.661751612
1715760493358861926,-0.032,,,,0.669446398
1715760493366556712,0.007,,,,0.677141184
1715760493374251498,0.032,,,,0.68483597
1715760493381946284,0.011,,,,0.692530756
1715760493389641070,0.021,,,,0.700225542
1715760493397335856,0.04,,,,0.707920328
1715760493405030642,0.042,,,,0.715615114
1715760493412725428,0.047,,,,0.7233099
1715760493420420214,0.058,,,,0.731004686
1715760493428115000,0.061,,,,0.738699472
1715760493435809786,0.068,,,,0.746394258
1715760493443504572,0.077,,,,0.754089044
1715760493451199358,0.087,,,,0.76178383
1715760493458894144,0.091,,,,0.769478616
1715760493466588930,0.091,,,,0.777173402
1715760493474283716,0.098,,,,0.784868188
1715760493481978502,0.103,,,,0.792562974
1715760493489673288,0.106,,,,0.80025776
1715760493497368074,0.12,,,,0.807952546
1715760493505062860,0.12,,,,0.815647332
1715760493512757646,0.11,,,,0.823342118
1715760493520452432,0.103,,,,0.831036904
1715760493528147218,0.098,,,,0.83873169
1715760493535842004,0.091,,,,0.846426476
1715760493543536790,0.082,,,,0.854121262
1715760493551231576,0.07,,,,0.861816048
1715760493558926362,0.056,,,,0.869510834
1715760493566621148,0.042,,,,0.87720562
1715760493574315934,0.025,,,,0.884900406
1715760493582010720,0.016,,,,0.892595192
1715760493589705506,0.014,,,,0.900289978
1715760493597400292,0.009,,,,0.907984764
1715760493605095078,0.009,,,,0.91567955
1715760493612789864,0.016,,,,0.923374336
1715760493620484650,0.023,,,,0.931069122
1715760493628179436,0.025,,,,0.938763908
1715760493635874222,0.032,,,,0.946458694
1715760493643569008,0.037,,,,0.95415348
1715760493651263794,0.044,,,,0.961848266
1715760493658958580,0.054,,,,0.969543052
1715760493666653366,0.056,,,,0.977237838
1715760493674348152,0.058,,,,0.984932624
1715760493682042938,0.063,,,,0.99262741
1715760493689737724,0.065,,,,1.000322196
1715760493697432510,0.07,,,,1.008016982
1715760493705127296,0.073,,,,1.015711768
1715760493712822082,0.075,,,,1.023406554
1715760493720516868,0.073,,,,1.03110134
1715760493728211654,0.07,,,,1.038796126
1715760493735906440,0.073,,,,1.046490912
1715760493743601226,0.073,,,,1.054185698
1715760493751296012,0.07,,,,1.061880484
1715760493758990798,0.068,,,,1.06957527
1715760493766685584,0.068,,,,1.077270056
1715760493774380370,0.068,,,,1.084964842
1715760493782075156,0.065,,,,1.092659628
1715760493789769942,0.061,,,,1.100354414
1715760493797464728,0.054,,,,1.1080492
1715760493805159514,0.051,,,,1.115743986
1715760493812854316,0.073,92.0,634.0,,1.123438788
1715760493820548753,0.091,,,,1.131133225
1715760493828243190,0.087,,,,1.138827662
1715760493835937627,0.077,,,,1.146522099
1715760493843632064,0.075,,,,1.154216536
1715760493851326501,0.07,,,,1.161910973
1715760493859020938,0.075,,,,1.16960541
1715760493866715375,0.084,,,,1.177299847
1715760493874409812,0.087,,,,1.184994284
1715760493882104249,0.091,,,,1.192688721
1715760493889798686,0.098,,,,1.200383158
1715760493897493123,0.124,,,,1.208077595
1715760493905187560,0.24,,,,1.215772032
1715760493912881997,0.508,,,,1.223466469
1715760493920576434,0.8290000000000001,,,,1.231160906
1715760493928270871,1.001,,,,1.238855343
1715760493935965308,0.758,,,,1.24654978
1715760493943659745,0.094,,,,1.254244217
1715760493951354182,-0.289,,,,1.261938654
1715760493959048619,-0.082,,,,1.269633091
1715760493966743056,0.07,,,,1.277327528
1715760493974437493,-0.021,,,,1.285021965
1715760493982131930,-0.016,,,,1.292716402
1715760493989826367,0.035,,,,1.300410839
1715760493997520804,0.021,,,,1.308105276
1715760494005215241,0.021,,,,1.315799713
1715760494012909678,0.047,,,,1.32349415
1715760494020604115,0.049,,,,1.331188587
1715760494028298552,0.044,,,,1.338883024
1715760494035992989,0.058,,,,1.346577461
1715760494043687426,0.07,,,,1.354271898
1715760494051381863,0.075,,,,1.361966335
1715760494059076300,0.084,,,,1.369660772
1715760494066770737,0.094,,,,1.377355209
1715760494074465174,0.103,,,,1.385049646
1715760494082159611,0.11,,,,1.392744083
1715760494089854048,0.117,,,,1.40043852
1715760494097548485,0.129,,,,1.408132957
1715760494105242922,0.136,,,,1.415827394
1715760494112937359,0.139,,,,1.423521831
1715760494120631796,0.141,,,,1.431216268
1715760494128326233,0.139,,,,1.438910705
1715760494136020670,0.134,,,,1.446605142
1715760494143715107,0.124,,,,1.454299579
1715760494151409544,0.115,,,,1.461994016
1715760494159103981,0.106,,,,1.469688453
1715760494166798418,0.094,,,,1.47738289
1715760494174492855,0.075,,,,1.485077327
1715760494182187292,0.056,,,,1.492771764
1715760494189881729,0.042,,,,1.500466201
1715760494197576166,0.03,,,,1.508160638
1715760494205270603,0.021,,,,1.515855075
1715760494212965040,0.014,,,,1.523549512
1715760494220659477,0.009,,,,1.531243949
1715760494228353914,0.009,,,,1.538938386
1715760494236048351,0.018,,,,1.546632823
1715760494243742788,0.025,,,,1.55432726
1715760494251437225,0.03,,,,1.562021697
1715760494259131662,0.037,,,,1.569716134
1715760494266826099,0.04,,,,1.577410571
1715760494274520536,0.047,,,,1.585105008
1715760494282214973,0.056,,,,1.592799445
1715760494289909410,0.061,,,,1.600493882
1715760494297603847,0.065,,,,1.608188319
1715760494305298284,0.068,,,,1.615882756
1715760494312992721,0.068,,,,1.623577193
1715760494320687158,0.07,,,,1.63127163
1715760494328381595,0.073,,,,1.638966067
1715760494336076032,0.075,,,,1.646660504
1715760494343770469,0.075,,,,1.654354941
1715760494351464906,0.073,,,,1.662049378
1715760494359159343,0.07,,,,1.669743815
1715760494366853780,0.073,,,,1.677438252
1715760494374548280,0.073,,,,1.685132752
1715760494382242996,0.07,,,,1.692827468
1715760494389937712,0.065,,,,1.700522184
1715760494397632428,0.065,,,,1.7082169
1715760494405327144,0.061,,,,1.715911616
1715760494413021860,0.049,,,,1.723606332
1715760494420716576,0.042,,,,1.731301048
1715760494428411292,0.049,,,,1.738995764
1715760494436106008,0.073,,,,1.74669048
1715760494443800724,0.089,,,,1.754385196
1715760494451495440,0.082,,,,1.762079912
1715760494459190156,0.07,,,,1.769774628
1715760494466884872,0.063,,,,1.777469344
1715760494474579588,0.056,,,,1.78516406
1715760494482274304,0.058,,,,1.792858776
1715760494489969020,0.068,,,,1.800553492
1715760494497663736,0.07,,,,1.808248208
1715760494505358452,0.068,,,,1.815942924
1715760494513053168,0.075,,,,1.82363764
1715760494520747884,0.096,,,,1.831332356
1715760494528442600,0.183,,,,1.839027072
1715760494536137316,0.414,,,,1.846721788
1715760494543832032,0.735,,,,1.854416504
1715760494551526748,0.996,,,,1.86211122
1715760494559221464,0.949,,,,1.869805936
1715760494566916180,0.355,,,,1.877500652
1715760494574610896,-0.228,,,,1.885195368
1715760494582305612,-0.153,,,,1.892890084
1715760494590000328,0.082,,,,1.9005848
1715760494597695044,0.016,,,,1.908279516
1715760494605389760,-0.03,,,,1.915974232
1715760494613084476,0.04,,,,1.923668948
1715760494620779192,0.037,,,,1.931363664
1715760494628473908,0.011,,,,1.93905838
1715760494636168624,0.04,,,,1.946753096
1715760494643863340,0.056,,,,1.954447812
1715760494651558056,0.054,,,,1.962142528
1715760494659252772,0.065,,,,1.969837244
1715760494666947488,0.075,,,,1.97753196
1715760494674642204,0.077,,,,1.985226676
1715760494682336920,0.082,,,,1.992921392
1715760494690031636,0.094,,,,2.000616108
1715760494697726352,0.106,,,,2.008310824
1715760494705421068,0.113,,,,2.01600554
1715760494713115784,0.117,,,,2.023700256
1715760494720810500,0.124,,,,2.031394972
1715760494728505216,0.134,,,,2.039089688
1715760494736199932,0.141,,,,2.046784404
1715760494743894648,0.141,,,,2.05447912
1715760494751589364,0.139,,,,2.062173836
1715760494759284080,0.141,,,,2.069868552
1715760494766978796,0.136,,,,2.077563268
1715760494774673512,0.127,,,,2.085257984
1715760494782368228,0.117,,,,2.0929527
1715760494790062944,0.11,,,,2.100647416
1715760494797757660,0.091,,,,2.108342132
1715760494805452376,0.063,,,,2.116036848
1715760494813147092,0.047,,,,2.123731564
1715760494820841808,0.032,,,,2.13142628
1715760494828536524,0.018,,,,2.139120996
1715760494836231240,0.014,,,,2.146815712
1715760494843925956,0.018,,,,2.154510428
1715760494851620672,0.021,,,,2.162205144
1715760494859315388,0.023,,,,2.16989986
1715760494867010104,0.025,,,,2.177594576
1715760494874704820,0.03,,,,2.185289292
1715760494882399536,0.04,,,,2.192984008
1715760494890094252,0.044,,,,2.200678724
1715760494897788968,0.051,,,,2.20837344
1715760494905483684,0.058,,,,2.216068156
1715760494913178400,0.061,,,,2.223762872
1715760494920873116,0.061,,,,2.231457588
1715760494928567832,0.065,,,,2.239152304
1715760494936262586,0.075,93.0,626.0,,2.246847058
1715760494943957372,0.077,,614.0,,2.254541844
1715760494951652158,0.073,,,,2.26223663
1715760494959346944,0.068,,,,2.269931416
1715760494967041730,0.07,,,,2.277626202
1715760494974736516,0.075,,,,2.285320988
1715760494982431302,0.07,,,,2.293015774
1715760494990126088,0.061,,,,2.30071056
1715760494997820874,0.063,,,,2.308405346
1715760495005515660,0.063,,,,2.316100132
1715760495013210446,0.054,,,,2.323794918
1715760495020905232,0.051,,,,2.331489704
1715760495028600018,0.058,,,,2.33918449
1715760495036294804,0.056,,,,2.346879276
1715760495043989590,0.049,,,,2.354574062
1715760495051684376,0.047,,,,2.362268848
1715760495059379162,0.047,,,,2.369963634
1715760495067073948,0.04,,,,2.37765842
1715760495074768734,0.044,,,,2.385353206
1715760495082463520,0.073,,,,2.393047992
1715760495090158306,0.096,,,,2.400742778
1715760495097853092,0.087,,,,2.408437564
1715760495105547878,0.07,,,,2.41613235
1715760495113242664,0.07,,,,2.423827136
1715760495120937450,0.075,,,,2.431521922
1715760495128632236,0.077,,,,2.439216708
1715760495136327022,0.082,,,,2.446911494
1715760495144021808,0.087,,,,2.45460628
1715760495151716594,0.091,,,,2.462301066
1715760495159411380,0.094,,,,2.469995852
1715760495167106166,0.106,,,,2.477690638
1715760495174800952,0.195,,,,2.485385424
1715760495182495738,0.424,,,,2.49308021
1715760495190190524,0.73,,,,2.500774996
1715760495197885310,0.984,,,,2.508469782
1715760495205580096,0.984,,,,2.516164568
1715760495213274882,0.442,,,,2.523859354
1715760495220969668,-0.193,,,,2.53155414
1715760495228664454,-0.183,,,,2.539248926
1715760495236359240,0.084,,,,2.546943712
1715760495244054026,0.037,,,,2.554638498
1715760495251748812,-0.032,,,,2.562333284
1715760495259443598,0.035,,,,2.57002807
1715760495267138384,0.049,,,,2.577722856
1715760495274833170,0.023,,,,2.585417642
1715760495282527956,0.042,,,,2.593112428
1715760495290222742,0.056,,,,2.600807214
1715760495297917528,0.056,,,,2.608502
1715760495305612314,0.063,,,,2.616196786
1715760495313307100,0.075,,,,2.623891572
1715760495321001886,0.08,,,,2.631586358
1715760495328696672,0.084,,,,2.639281144
1715760495336391458,0.096,,,,2.64697593
1715760495344086244,0.108,,,,2.654670716
1715760495351781030,0.115,,,,2.662365502
1715760495359475816,0.124,,,,2.670060288
1715760495367170602,0.134,,,,2.677755074
1715760495374865388,0.139,,,,2.68544986
1715760495382560174,0.146,,,,2.693144646
1715760495390254960,0.153,,,,2.700839432
1715760495397949746,0.157,,,,2.708534218
1715760495405644532,0.153,,,,2.716229004
1715760495413339318,0.15,,,,2.72392379
1715760495421034104,0.148,,,,2.731618576
1715760495428728890,0.139,,,,2.739313362
1715760495436423676,0.127,,,,2.747008148
1715760495444118462,0.103,,,,2.754702934
1715760495451813248,0.077,,,,2.76239772
1715760495459508034,0.054,,,,2.770092506
1715760495467202820,0.037,,,,2.777787292
1715760495474897606,0.028,,,,2.785482078
1715760495482592392,0.025,,,,2.793176864
1715760495490287178,0.018,,,,2.80087165
1715760495497981982,0.016,93.0,619.0,,2.808566454
1715760495505676489,0.018,,,,2.816260961
1715760495513370996,0.025,,,,2.823955468
1715760495521065503,0.03,,,,2.831649975
1715760495528760010,0.037,,,,2.839344482
1715760495536454517,0.044,,,,2.847038989
1715760495544149024,0.051,,,,2.854733496
1715760495551843531,0.054,,,,2.862428003
1715760495559538038,0.056,,,,2.87012251
1715760495567232545,0.061,,,,2.877817017
1715760495574927052,0.068,,,,2.885511524
1715760495582621559,0.065,,,,2.893206031
1715760495590316066,0.063,,,,2.900900538
1715760495598010573,0.065,,,,2.908595045
1715760495605705080,0.063,,,,2.916289552
1715760495613399587,0.054,,,,2.923984059
1715760495621094094,0.054,,,,2.931678566
1715760495628788601,0.061,,,,2.939373073
1715760495636483108,0.065,,,,2.94706758
1715760495644177615,0.061,,,,2.954762087
1715760495651872122,0.058,,,,2.962456594
1715760495659566629,0.068,,,,2.970151101
1715760495667261136,0.068,,,,2.977845608
1715760495674955643,0.065,,,,2.985540115
1715760495682650150,0.07,,,,2.993234622
1715760495690344657,0.068,,,,3.000929129
1715760495698039164,0.058,,,,3.008623636
1715760495705733671,0.056,,,,3.016318143
1715760495713428178,0.058,,,,3.02401265
1715760495721122685,0.058,,,,3.031707157
1715760495728817192,0.058,,,,3.039401664
1715760495736511699,0.054,,,,3.047096171
1715760495744206206,0.056,,,,3.054790678
1715760495751900713,0.084,,,,3.062485185
1715760495759595220,0.117,,,,3.070179692
1715760495767289727,0.113,,,,3.077874199
1715760495774984234,0.094,,,,3.085568706
1715760495782678741,0.091,,,,3.093263213
1715760495790373248,0.091,,,,3.10095772
1715760495798067755,0.094,,,,3.108652227
1715760495805762262,0.101,,,,3.116346734
1715760495813456769,0.108,,,,3.124041241
1715760495821151276,0.108,,,,3.131735748
1715760495828845783,0.108,,,,3.139430255
1715760495836540290,0.12,,,,3.147124762
1715760495844234797,0.183,,,,3.154819269
1715760495851929304,0.374,,,,3.162513776
1715760495859623811,0.669,,,,3.170208283
1715760495867318318,0.942,,,,3.17790279
1715760495875012825,1.031,,,,3.185597297
1715760495882707332,0.633,,,,3.193291804
1715760495890401839,-0.049,,,,3.200986311
1715760495898096346,-0.204,,,,3.208680818
1715760495905790853,0.075,,,,3.216375325
1715760495913485360,0.098,,,,3.224069832
1715760495921179867,-0.007,,,,3.231764339
1715760495928874374,0.044,,,,3.239458846
1715760495936568881,0.073,,,,3.247153353
1715760495944263388,0.035,,,,3.25484786
1715760495951957895,0.049,,,,3.262542367
1715760495959652402,0.08,,,,3.270236874
1715760495967346909,0.077,,,,3.277931381
1715760495975041416,0.08,,,,3.285625888
1715760495982735923,0.096,,,,3.293320395
1715760495990430430,0.101,,,,3.301014902
1715760495998124937,0.101,,,,3.308709409
1715760496005819444,0.101,,,,3.316403916
1715760496013513951,0.103,,,,3.324098423
1715760496021208458,0.115,,,,3.33179293
1715760496028902965,0.124,,,,3.339487437
1715760496036597472,0.134,,,,3.347181944
1715760496044291979,0.146,,,,3.354876451
1715760496051986486,0.157,,,,3.362570958
1715760496059681030,0.164,,,,3.370265502
1715760496067375885,0.162,,,,3.377960357
1715760496075070740,0.164,,,,3.385655212
1715760496082765595,0.167,,,,3.393350067
1715760496090460450,0.16,,,,3.401044922
1715760496098155305,0.15,,,,3.408739777
1715760496105850160,0.146,,,,3.416434632
1715760496113545015,0.134,,,,3.424129487
1715760496121239870,0.106,,,,3.431824342
1715760496128934725,0.077,,,,3.439519197
1715760496136629580,0.063,,,,3.447214052
1715760496144324435,0.056,,,,3.454908907
1715760496152019290,0.042,,,,3.462603762
1715760496159714145,0.035,,,,3.470298617
1715760496167409000,0.042,,,,3.477993472
1715760496175103855,0.049,,,,3.485688327
1715760496182798710,0.049,,,,3.493383182
1715760496190493565,0.054,,,,3.501078037
1715760496198188420,0.061,,,,3.508772892
1715760496205883275,0.065,,,,3.516467747
1715760496213578130,0.07,,,,3.524162602
1715760496221272985,0.077,,,,3.531857457
1715760496228967840,0.087,,,,3.539552312
1715760496236662695,0.091,,,,3.547247167
1715760496244357550,0.094,,,,3.554942022
1715760496252052405,0.096,,,,3.562636877
1715760496259747260,0.101,,,,3.570331732
1715760496267442115,0.101,,,,3.578026587
1715760496275136970,0.101,,,,3.585721442
1715760496282831825,0.106,,,,3.593416297
1715760496290526680,0.108,,,,3.601111152
1715760496298221535,0.103,,,,3.608806007
1715760496305916390,0.103,,,,3.616500862
1715760496313611245,0.108,,,,3.624195717
1715760496321306100,0.108,,,,3.631890572
1715760496329000955,0.106,,,,3.639585427
1715760496336695810,0.106,,,,3.647280282
1715760496344390665,0.106,,,,3.654975137
1715760496352085520,0.108,,,,3.662669992
1715760496359780375,0.108,,,,3.670364847
1715760496367475230,0.108,,,,3.678059702
1715760496375170085,0.108,,,,3.685754557
1715760496382864940,0.11,,,,3.693449412
1715760496390559795,0.108,,,,3.701144267
1715760496398254650,0.106,,,,3.708839122
1715760496405949505,0.108,,,,3.716533977
1715760496413644360,0.11,,,,3.724228832
1715760496421339215,0.11,,,,3.731923687
1715760496429034070,0.101,,,,3.739618542
1715760496436728925,0.091,,,,3.747313397
1715760496444423780,0.089,,,,3.755008252
1715760496452118635,0.089,,,,3.762703107
1715760496459813490,0.103,,,,3.770397962
1715760496467508345,0.136,,,,3.778092817
1715760496475203200,0.148,,,,3.785787672
1715760496482898055,0.124,,,,3.793482527
1715760496490592910,0.11,,,,3.801177382
1715760496498287765,0.115,,,,3.808872237
1715760496505982620,0.11,,,,3.816567092
1715760496513677475,0.106,,,,3.824261947
1715760496521372330,0.11,,,,3.831956802
1715760496529067185,0.115,,,,3.839651657
1715760496536762040,0.115,,,,3.847346512
1715760496544456895,0.117,,,,3.855041367
1715760496552151750,0.148,,,,3.862736222
1715760496559846605,0.263,,,,3.870431077
1715760496567541460,0.515,,,,3.878125932
1715760496575236315,0.812,,,,3.885820787
1715760496582931170,1.01,,,,3.893515642
1715760496590626025,0.876,,,,3.901210497
1715760496598320880,0.249,,,,3.908905352
1715760496606015735,-0.237,,,,3.916600207
1715760496613710590,-0.075,,,,3.924295062
1715760496621405510,0.12,94.0,626.0,,3.931989982
1715760496629100087,0.021,,647.0,,3.939684559
1715760496636794664,-0.007,,,,3.947379136
1715760496644489241,0.061,,,,3.955073713
1715760496652183818,0.051,,,,3.96276829
1715760496659878395,0.037,,,,3.970462867
1715760496667572972,0.063,,,,3.978157444
1715760496675267549,0.07,,,,3.985852021
1715760496682962126,0.063,,,,3.993546598
1715760496690656703,0.073,,,,4.001241175
1715760496698351280,0.084,,,,4.008935752
1715760496706045857,0.087,,,,4.016630329
1715760496713740434,0.094,,,,4.024324906
1715760496721435011,0.103,,,,4.032019483
1715760496729129588,0.108,,,,4.03971406
1715760496736824165,0.12,,,,4.047408637
1715760496744518742,0.136,,,,4.055103214
1715760496752213319,0.146,,,,4.062797791
1715760496759907896,0.153,,,,4.070492368
1715760496767602473,0.167,,,,4.078186945
1715760496775297050,0.176,,,,4.085881522
1715760496782991627,0.176,,,,4.093576099
1715760496790686204,0.176,,,,4.101270676
1715760496798380781,0.176,,,,4.108965253
1715760496806075358,0.171,,,,4.11665983
1715760496813769935,0.162,,,,4.124354407
1715760496821464512,0.153,,,,4.132048984
1715760496829159089,0.136,,,,4.139743561
1715760496836853666,0.115,,,,4.147438138
1715760496844548243,0.094,,,,4.155132715
1715760496852242820,0.075,,,,4.162827292
1715760496859937397,0.063,,,,4.170521869
1715760496867631974,0.056,,,,4.178216446
1715760496875326551,0.054,,,,4.185911023
1715760496883021128,0.054,,,,4.1936056
1715760496890715705,0.058,,,,4.201300177
1715760496898410282,0.063,,,,4.208994754
1715760496906104859,0.068,,,,4.216689331
1715760496913799436,0.073,,,,4.224383908
1715760496921494013,0.075,,,,4.232078485
1715760496929188590,0.075,,,,4.239773062
1715760496936883167,0.075,,,,4.247467639
1715760496944577744,0.082,,,,4.255162216
1715760496952272321,0.084,,,,4.262856793
1715760496959966898,0.089,,,,4.27055137
1715760496967661475,0.091,,,,4.278245947
1715760496975356052,0.094,,,,4.285940524
1715760496983050629,0.096,,,,4.293635101
1715760496990745206,0.094,,,,4.301329678
1715760496998439783,0.091,,,,4.309024255
1715760497006134360,0.091,,,,4.316718832
1715760497013828937,0.084,,,,4.324413409
1715760497021523514,0.077,,,,4.332107986
1715760497029218091,0.08,,,,4.339802563
1715760497036912668,0.082,,,,4.34749714
1715760497044607245,0.08,,,,4.355191717
1715760497052301822,0.077,,,,4.362886294
1715760497059996399,0.08,,,,4.370580871
1715760497067690976,0.084,,,,4.378275448
1715760497075385553,0.087,,,,4.385970025
1715760497083080130,0.084,,,,4.393664602
1715760497090774707,0.082,,,,4.401359179
1715760497098469284,0.087,,,,4.409053756
