Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time
1716193473713,508.7492,Cow_Girl,-6.000118,-1.0,0.09986888,Idle,,,-6.05172,-0.08532262,0.3391092,-5.956631,-0.08149403,-0.1125067,-0.1291058,0.6234891,0.1418486,,0.0
1716193473795,508.8319,Cow_Girl,-5.917437,-1.001241,0.09987092,Idle,,,-5.951246,-0.0818457,0.3512754,-5.870371,-0.07421643,-0.1245359,-0.1300977,0.6230658,0.1430409,,0.082
1716193473878,508.9174,Cow_Girl,-5.831945,-1.002524,0.099873,Idle,,,-5.908909,-0.08492953,0.3523127,-5.712972,-0.03816396,-0.1526718,-0.1316126,0.6237003,0.1443802,,0.165
1716193473962,508.9998,Cow_Girl,-5.749474,-1.003762,0.09987501,Idle,,,-5.908264,-0.106362,0.3296558,-5.528254,0.01359189,-0.1737754,-0.1338792,0.6233224,0.1466798,,0.249
1716193474046,509.0834,Cow_Girl,-5.665913,-1.005016,0.09987704,Idle,,,-5.823073,-0.1316424,0.3241332,-5.416866,0.02247846,-0.1591719,-0.1368573,0.6224034,0.1503586,,0.333
1716193474130,509.1667,Cow_Girl,-5.582592,-1.006267,0.09987906,Idle,,,-5.678543,-0.1271675,0.3625087,-5.398553,0.001572251,-0.1339552,-0.1389857,0.621053,0.1537236,,0.417
1716193474212,509.2484,Cow_Girl,-5.500996,-1.007491,0.09988103,Idle,,,-5.531021,-0.1048604,0.4267517,-5.430378,-0.03833985,-0.0890884,-0.1405074,0.6209105,0.1559335,,0.499
1716193474295,509.3322,Cow_Girl,-5.417169,-1.00875,0.09988306,Idle,,,-5.363796,-0.05321723,0.4605611,-5.458564,-0.06773287,-0.06252875,-0.1415294,0.6207911,0.1570322,,0.582
1716193474378,509.4163,Cow_Girl,-5.333122,-1.010011,0.09988514,Idle,,,-5.19167,0.01073277,0.4559214,-5.474809,-0.07672495,-0.05201586,-0.1420286,0.620352,0.1572631,,0.665
1716193474462,509.4999,Cow_Girl,-5.249493,-1.011266,0.09988723,Idle,,,-5.03513,0.04654503,0.4571258,-5.463565,-0.08747339,-0.02587163,-0.1418874,0.6203099,0.156893,,0.749
1716193474545,509.583,Cow_Girl,-5.166364,-1.012514,0.09988926,Idle,,,-4.917864,0.04549086,0.4725024,-5.397784,-0.1017058,-0.005822204,-0.1417646,0.6206912,0.1559839,,0.832
1716193474629,509.6667,Cow_Girl,-5.082715,-1.01377,0.09989128,Idle,,,-4.85201,0.02114367,0.4602931,-5.27712,-0.09748334,-0.0439864,-0.1422464,0.6210122,0.1554401,,0.916
1716193474712,509.748,Cow_Girl,-5.001411,-1.01499,0.09989319,Idle,,,-4.827171,-0.02223051,0.4182141,-5.109433,-0.09308153,-0.1136835,-0.1430117,0.6206704,0.1552256,,0.999
1716193474796,509.8314,Cow_Girl,-4.917983,-1.016242,0.09989522,Idle,,,-4.853173,-0.0569579,0.3859784,-4.918581,-0.06274134,-0.1658041,-0.1433416,0.620196,0.1552259,,1.083
1716193474879,509.9163,Cow_Girl,-4.833161,-1.017515,0.09989736,Idle,,,-4.892035,-0.08613157,0.3636436,-4.70703,-0.009248137,-0.1801058,-0.1429856,0.6202848,0.1553451,,1.166
1716193474962,509.9996,Cow_Girl,-4.749856,-1.018765,0.09989951,Idle,,,-4.904176,-0.1136704,0.3358692,-4.528856,0.01617193,-0.1791671,-0.1423391,0.620702,0.1552116,,1.249
1716193475046,510.0834,Cow_Girl,-4.666011,-1.020024,0.09990153,Idle,,,-4.836269,-0.1380632,0.3198369,-4.411583,0.01366091,-0.1693831,-0.1416682,0.6204494,0.1550109,,1.333
1716193475129,510.1666,Cow_Girl,-4.582814,-1.021272,0.09990368,Idle,,,-4.706255,-0.1489094,0.338528,-4.36356,-0.00367415,-0.1485753,-0.1407736,0.6199759,0.1546335,,1.416
1716193475212,510.2488,Cow_Girl,-4.500621,-1.022506,0.09990583,Idle,,,-4.559349,-0.1316207,0.4069316,-4.382335,-0.03758061,-0.1039047,-0.139282,0.619764,0.1538824,,1.499
1716193475295,510.3314,Cow_Girl,-4.418044,-1.023745,0.09990773,Idle,,,-4.399107,-0.09377533,0.4525584,-4.414918,-0.07525307,-0.07138147,-0.1375481,0.619786,0.1531178,,1.582
1716193475379,510.4162,Cow_Girl,-4.333283,-1.025017,0.09990988,Idle,,,-4.22716,-0.02895314,0.4565371,-4.436328,-0.088929,-0.0586566,-0.1361232,0.6197773,0.152516,,1.666
1716193475462,510.5003,Cow_Girl,-4.249206,-1.026279,0.09991203,Idle,,,-4.060877,0.01979196,0.4523568,-4.438174,-0.1004727,-0.03930285,-0.1350423,0.6197167,0.1518506,,1.749
1716193475545,510.5832,Cow_Girl,-4.166315,-1.027523,0.09991381,Idle,,,-3.925977,0.03621376,0.4636732,-4.397156,-0.1091828,-0.01213863,-0.1341949,0.6195632,0.1512413,,1.832
1716193475628,510.6656,Cow_Girl,-4.083932,-1.028759,0.09991596,Idle,,,-3.842266,0.01562393,0.4742738,-4.299916,-0.1185421,-0.01668753,-0.1331773,0.6191512,0.1508197,,1.915
1716193475711,510.7481,Cow_Girl,-4.001388,-1.029998,0.0999181,Idle,,,-3.799943,-0.01733303,0.4337979,-4.148232,-0.1080105,-0.08789005,-0.1320448,0.6190866,0.1500756,,1.998
1716193475795,510.8315,Cow_Girl,-3.917959,-1.03125,0.09992013,Idle,,,-3.803307,-0.06108797,0.3927101,-3.965127,-0.09820443,-0.1545409,-0.1311164,0.6191362,0.1492195,,2.082
1716193475878,510.916,Cow_Girl,-3.833457,-1.032519,0.09992204,Idle,,,-3.844193,-0.0893504,0.3757926,-3.757041,-0.04279536,-0.1748861,-0.1302558,0.6192528,0.1482842,,2.165
1716193475961,510.9992,Cow_Girl,-3.750306,-1.033767,0.09992371,Idle,,,-3.872566,-0.1184575,0.3464089,-3.560724,-0.00595665,-0.1813828,-0.13,0.6195246,0.1473264,,2.248
