Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time
1716193316138,351.5266,Cow_boy,-6.000123,-1.0,0.09986793,Idle,,,-6.051379,-0.09565353,0.3897987,-5.950551,-0.09168255,-0.1624876,-0.1838039,0.6205152,0.1491117,,0.0
1716193316220,351.6093,Cow_boy,-5.917371,-1.001242,0.09986998,Idle,,,-5.94966,-0.09235919,0.4026747,-5.864566,-0.08455563,-0.1749309,-0.1854776,0.6203371,0.1488645,,0.082
1716193316303,351.6924,Cow_boy,-5.834289,-1.002489,0.09987203,Idle,,,-5.910785,-0.09491682,0.4053277,-5.704396,-0.04534006,-0.2048306,-0.1869594,0.6200569,0.1486327,,0.165
1716193316387,351.7748,Cow_boy,-5.751857,-1.003726,0.09987407,Idle,,,-5.916071,-0.1163629,0.383576,-5.510714,0.01326382,-0.2276392,-0.1879422,0.6198593,0.1486531,,0.249
1716193316471,351.8585,Cow_boy,-5.668252,-1.004981,0.09987617,Idle,,,-5.834722,-0.1432863,0.3769749,-5.395822,0.02604008,-0.2128302,-0.1884083,0.6197631,0.1486852,,0.333
1716193316554,351.9423,Cow_boy,-5.584418,-1.00624,0.09987823,Idle,,,-5.6854,-0.1406062,0.4145963,-5.383698,0.001592517,-0.1867697,-0.1885306,0.6199126,0.1487429,,0.416
1716193316637,352.0251,Cow_boy,-5.501662,-1.007482,0.09988026,Idle,,,-5.532242,-0.1189573,0.4787251,-5.42131,-0.04224503,-0.1412318,-0.1880112,0.6197505,0.1486796,,0.499
1716193316721,352.1084,Cow_boy,-5.418308,-1.008733,0.09988234,Idle,,,-5.358642,-0.06586808,0.5133948,-5.458148,-0.07600975,-0.114803,-0.1872461,0.6199286,0.1486606,,0.583
1716193316804,352.1913,Cow_boy,-5.33548,-1.009976,0.09988437,Idle,,,-5.179827,0.003986359,0.5097019,-5.482799,-0.08597124,-0.1057577,-0.1867962,0.6201769,0.1487383,,0.666
1716193316886,352.2748,Cow_boy,-5.251944,-1.01123,0.09988645,Idle,,,-5.017708,0.04415548,0.5110003,-5.47771,-0.09720576,-0.08027013,-0.1869522,0.6204,0.1488604,,0.748
