Avatar,id,Animation,Rating
robot,23,RightHandToBody,0.9321546884429568
robot,24,RightHandToBody,6.9126278332455735
robot,25,RightHandToBody,1.3819641182501292
robot,26,RightHandToBody,0.2538631551008702
robot,27,RightHandToBody,1.2769079070371858
robot,28,RightHandToBody,3.0372139079158864
robot,29,RightHandToBody,0.9122723760605091
robot,30,RightHandToBody,7.206873909693212
robot,31,RightHandToBody,6.154566844187042
woman,1,RightHandToBody,1.1251151691579453
woman,2,RightHandToBody,0.3478247004198119
woman,3,RightHandToBody,8.931729432427954
woman,4,RightHandToBody,2.272953958485025
woman,5,RightHandToBody,2.1854260980595503
woman,6,RightHandToBody,1.9530277403032317
woman,7,RightHandToBody,9.42768796480408
woman,8,RightHandToBody,2.940463333857722
woman,9,RightHandToBody,2.3567986166981663
woman,10,RightHandToBody,0.5962976592721548
woman,11,RightHandToBody,1.3417932516477509
woman,12,RightHandToBody,6.7339417445449685
woman,13,RightHandToBody,2.1046156175624815
woman,14,RightHandToBody,6.787560565348775
woman,15,RightHandToBody,0.9932343706679736
woman,16,RightHandToBody,6.315827282053435
woman,17,RightHandToBody,3.482325852233499
woman,18,RightHandToBody,1.6603352778613534
woman,19,RightHandToBody,3.046216633280434
woman,20,RightHandToBody,4.25097466805729
woman,21,RightHandToBody,1.2182860091235224
woman,22,RightHandToBody,0.5169495745095606
woman,23,RightHandToBody,0.9115491999754488
woman,24,RightHandToBody,6.9375363432315025
woman,25,RightHandToBody,2.740791576526457
woman,26,RightHandToBody,0.9799944081907284
woman,27,RightHandToBody,1.312521731842463
woman,28,RightHandToBody,3.2485665824876375
woman,29,RightHandToBody,0.3129642200360118
woman,30,RightHandToBody,0.8675310621734081
woman,31,RightHandToBody,4.628676826653855
man,1,RightHandToFace,0.7238828149954123
man,2,RightHandToFace,1.6693858269054145
man,3,RightHandToFace,8.014154139537032
man,4,RightHandToFace,1.0308603475875182
man,5,RightHandToFace,0.8436379131990914
man,6,RightHandToFace,4.888453057208071
man,7,RightHandToFace,1.5402265121830212
man,8,RightHandToFace,0.8472150188292391
man,9,RightHandToFace,3.034651203625971
man,10,RightHandToFace,1.7712127312772472
man,11,RightHandToFace,8.85401501873464
man,12,RightHandToFace,0.7974352871637729
man,13,RightHandToFace,4.19952149289075
man,14,RightHandToFace,0.3295818986975223
man,15,RightHandToFace,0.7394544614983949
man,16,RightHandToFace,2.5077402063685232
man,17,RightHandToFace,2.2662432602003175
man,18,RightHandToFace,6.068369389968315
man,19,RightHandToFace,2.4374064503685533
man,20,RightHandToFace,2.554320386417136
man,21,RightHandToFace,3.636146978627597
man,22,RightHandToFace,0.931160919727884
man,23,RightHandToFace,0.8934320081194743
man,24,RightHandToFace,2.509538312900814
man,25,RightHandToFace,1.0766747453760774
man,26,RightHandToFace,0.4798115842296923
man,27,RightHandToFace,1.5460794361312822
man,28,RightHandToFace,3.695811279991371
man,29,RightHandToFace,1.1376268705225132
man,30,RightHandToFace,1.5330264000430571
man,31,RightHandToFace,10.071959806216633
robot,1,RightHandToFace,1.6099224451869334
robot,2,RightHandToFace,1.2582555331286591
robot,3,RightHandToFace,7.00778502256427
robot,4,RightHandToFace,2.6018853930411376
robot,5,RightHandToFace,0.8339445961427167
robot,6,RightHandToFace,2.642696297934174
robot,7,RightHandToFace,11.839546817664386
robot,8,RightHandToFace,1.7290438362942402
robot,9,RightHandToFace,2.9549410925934225
robot,10,RightHandToFace,1.5347905477487331
robot,11,RightHandToFace,1.894517045651667
robot,12,RightHandToFace,2.1860656866975803
robot,13,RightHandToFace,2.5599641279430063
robot,14,RightHandToFace,0.555412843557662
robot,15,RightHandToFace,0.9889134265293382
robot,16,RightHandToFace,7.016768790633655
robot,17,RightHandToFace,1.5992623409346636
robot,18,RightHandToFace,4.824703912905919
robot,19,RightHandToFace,0.7440758607598909
robot,20,RightHandToFace,4.110600717683165
robot,21,RightHandToFace,1.478463258634453
robot,22,RightHandToFace,0.5271712034170976
robot,23,RightHandToFace,0.8608243770637226
robot,24,RightHandToFace,6.383965249058179
robot,25,RightHandToFace,1.8250931769450025
robot,26,RightHandToFace,0.8189522596169915
robot,27,RightHandToFace,1.0695681637705363
robot,28,RightHandToFace,2.871186361015523
robot,29,RightHandToFace,0.4056123964004104
robot,30,RightHandToFace,1.983909948504691
robot,31,RightHandToFace,2.3712821080384585
woman,1,RightHandToFace,0.8760254173097174
woman,2,RightHandToFace,0.6820332608913224
woman,3,RightHandToFace,2.0775100523604557
woman,4,RightHandToFace,0.4449669547013736
woman,5,RightHandToFace,0.5894785604017112
woman,6,RightHandToFace,2.513294480894986
woman,7,RightHandToFace,11.337326880013382
woman,8,RightHandToFace,5.196979350573602
woman,9,RightHandToFace,2.280573613288166
woman,10,RightHandToFace,0.5881244690514457
woman,11,RightHandToFace,2.897338640359207
woman,12,RightHandToFace,4.206317503992978
woman,13,RightHandToFace,1.3567465391861515
woman,14,RightHandToFace,1.113459441775316
woman,15,RightHandToFace,2.1449010919951945
woman,16,RightHandToFace,1.616875647395449
woman,17,RightHandToFace,1.0396944628398928
woman,18,RightHandToFace,1.6284932995737438
woman,19,RightHandToFace,0.932608874474828
woman,20,RightHandToFace,3.754542771423913
woman,21,RightHandToFace,0.5650598263983201
woman,22,RightHandToFace,0.5706057772095512
