Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time,time_rounded,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
1716195148078,500.3466,Cow_Girl,-6.000124,-1.0,0.09986888,Idle,,,-6.051764,-0.08532512,0.3391393,-5.956662,-0.08148098,-0.1125194,-0.01445792,0.6005801,0.1470105,,0.0,0.0,,,0.0156507965065093,0.0700252365131415,0.0043592812878749,0.0900353143075258,0.223502229850694,0.173829531521957,0.7777530078249338,-2.6588995802887725,0.0
1716195148161,500.429,Cow_Girl,-5.917649,-1.001238,0.09987091,Idle,,,-5.951443,-0.08191454,0.3511303,-5.870977,-0.07447886,-0.1243305,-0.0116727,0.5991954,0.1468343,,0.083,0.1,,,0.0156507965065093,0.0700252365131415,0.0043592812878749,0.0900353143075258,0.223502229850694,0.173829531521957,0.7777530078249338,-2.6588995802887725,0.1
1716195148243,500.5145,Cow_Girl,-5.832217,-1.00252,0.099873,Idle,,,-5.909767,-0.08502245,0.3522277,-5.712518,-0.03779453,-0.1529276,-0.008998395,0.5985236,0.1470436,,0.165,0.2,,,0.0156507965065093,0.0700252365131415,0.0043592812878749,0.0900353143075258,0.223502229850694,0.173829531521957,0.7777530078249338,-2.6588995802887725,0.2
1716195148326,500.5959,Cow_Girl,-5.750848,-1.003742,0.099875,Idle,,,-5.912672,-0.1075369,0.3281695,-5.525501,0.01599383,-0.1743152,-0.006654687,0.5980368,0.1475896,,0.248,0.2,,,0.0156507965065093,0.0700252365131415,0.0043592812878749,0.0900353143075258,0.223502229850694,0.173829531521957,0.7777530078249338,-2.6588995802887725,0.2
1716195148409,500.6788,Cow_Girl,-5.667929,-1.004986,0.09987701,Idle,,,-5.825442,-0.1315382,0.3240451,-5.418615,0.02262306,-0.1592526,-0.004775678,0.5976567,0.1481491,,0.331,0.3,,,0.0156507965065093,0.0700252365131415,0.0043592812878749,0.0900353143075258,0.223502229850694,0.173829531521957,0.7777530078249338,-2.6588995802887725,0.3
1716195148494,500.7625,Cow_Girl,-5.584294,-1.006241,0.09987903,Idle,,,-5.680048,-0.1270692,0.3627537,-5.400555,0.001514554,-0.1338153,-0.003529158,0.5973231,0.1484008,,0.416,0.4,,,0.0156507965065093,0.0700252365131415,0.0043592812878749,0.0900353143075258,0.223502229850694,0.173829531521957,0.7777530078249338,-2.6588995802887725,0.4
1716195148577,500.845,Cow_Girl,-5.501769,-1.00748,0.09988103,Idle,,,-5.533215,-0.1055147,0.4259547,-5.42923,-0.03762591,-0.08951851,-0.003150162,0.5968707,0.1483353,,0.499,0.5,,,0.0156507965065093,0.0700252365131415,0.0043592812878749,0.0900353143075258,0.223502229850694,0.173829531521957,0.7777530078249338,-2.6588995802887725,0.5
1716195148659,500.9276,Cow_Girl,-5.419133,-1.00872,0.09988306,Idle,,,-5.366933,-0.05420572,0.4603437,-5.458982,-0.06755918,-0.06271263,-0.003355735,0.5959644,0.147783,,0.581,0.6,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2265310617259801,0.1872038341120426,0.7650213874026246,-2.71419940882154,0.6
1716195148743,501.0105,Cow_Girl,-5.336285,-1.009964,0.09988508,Idle,,,-5.195605,0.01037562,0.455981,-5.477243,-0.07652915,-0.05220302,-0.003933708,0.5952215,0.1469592,,0.665,0.7,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2288026856324446,0.1872038341120426,0.7650213874026246,-2.71419940882154,0.7
1716195148826,501.0948,Cow_Girl,-5.252009,-1.011228,0.09988711,Idle,,,-5.038415,0.04626966,0.4568636,-5.465406,-0.0874033,-0.02639302,-0.004980473,0.5946611,0.1463882,,0.748,0.7,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2288026856324446,0.1872038341120426,0.7650213874026246,-2.71419940882154,0.7
1716195148909,501.1785,Cow_Girl,-5.168252,-1.012486,0.09988908,Idle,,,-4.919767,0.04547846,0.4725341,-5.399635,-0.1016914,-0.005823873,-0.006061128,0.593917,0.1461711,,0.831,0.8,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2305695042263614,0.1872038341120426,0.7650213874026246,-2.71419940882154,0.8
1716195148993,501.2625,Cow_Girl,-5.084307,-1.013746,0.09989104,Idle,,,-4.853278,0.02138543,0.4607358,-5.279331,-0.0976333,-0.04320242,-0.006692331,0.593053,0.1464561,,0.915,0.9,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2319829591014949,0.1872038341120426,0.7650213874026246,-2.71419940882154,0.9
1716195149077,501.345,Cow_Girl,-5.001792,-1.014984,0.09989307,Idle,,,-4.825768,-0.02125239,0.4192226,-5.111852,-0.09321058,-0.1120379,-0.006565102,0.5925243,0.1475635,,0.999,1.0,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2331394221811496,0.1872038341120426,0.7650213874026246,-2.71419940882154,1.0
1716195149160,501.4286,Cow_Girl,-4.918161,-1.016239,0.0998951,Idle,,,-4.852538,-0.05678022,0.386057,-4.919532,-0.06315672,-0.1656645,-0.005878743,0.5923196,0.1494428,,1.082,1.1,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2341031414141952,0.1872038341120426,0.7650213874026246,-2.71419940882154,1.1
1716195149243,501.5104,Cow_Girl,-4.836445,-1.017465,0.09989724,Idle,,,-4.894707,-0.08592117,0.3637948,-4.710942,-0.009384871,-0.1800617,-0.005211423,0.5922993,0.1514804,,1.165,1.2,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2349185961498491,0.1872038341120426,0.7650213874026246,-2.71419940882154,1.2
1716195149325,501.5951,Cow_Girl,-4.751737,-1.018737,0.09989939,Idle,,,-4.905546,-0.1134546,0.3360609,-4.53124,0.01611209,-0.1792279,-0.005638429,0.591679,0.1537677,,1.247,1.2,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2349185961498491,0.1872038341120426,0.7650213874026246,-2.71419940882154,1.2
1716195149409,501.6784,Cow_Girl,-4.668453,-1.019987,0.09990153,Idle,,,-4.838483,-0.1381999,0.3199029,-4.414101,0.01357865,-0.1691861,-0.007442157,0.5909181,0.1554722,,1.331,1.3,,,0.016213595594998,0.0662579773309919,0.0041377407769233,0.0866093137029133,0.2356175573518382,0.1872038341120426,0.7650213874026246,-2.71419940882154,1.3
