Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time,time_rounded,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
1715943458332,571.8067,Cow_boy,-6.000115,-1.0,0.09987269,Idle,,,-6.051353,-0.09565169,0.3897877,-5.950531,-0.09169018,-0.1624757,-0.04077815,0.7193014,0.1220174,,0.0,0.0,,,0.0290516493493263,0.0600972753399257,0.0006620800344542,0.0898110047237063,0.4834104239335765,0.3234753852125423,0.6691526893035922,-2.811790773910825,0.0
1715943458415,571.8896,Cow_boy,-5.917243,-1.001244,0.09987468,Idle,,,-5.949528,-0.09233701,0.4027276,-5.864298,-0.08447349,-0.1749897,-0.04217708,0.7192695,0.1221302,,0.083,0.1,,,0.0271250837614968,0.0597572517726332,0.0006394003311597,0.0875217358652898,0.4686658147125722,0.3099239690954797,0.6827704133360585,-2.8174647269554502,0.1
1715943458499,571.973,Cow_boy,-5.833833,-1.002496,0.09987666,Idle,,,-5.910473,-0.09494281,0.4053113,-5.703739,-0.0452621,-0.2048695,-0.04383686,0.7189874,0.1226463,,0.167,0.2,,,0.029269382221363,0.0592919529026597,0.0009003144412379,0.0894616495652608,0.4769933686543942,0.3271723958097995,0.6627639127021375,-2.8252816836595898,0.2
1715943458582,572.0564,Cow_boy,-5.750425,-1.003747,0.09987862,Idle,,,-5.914939,-0.1164945,0.3834489,-5.508873,0.01348877,-0.2276863,-0.04548554,0.718821,0.1240568,,0.25,0.2,,,0.029269382221363,0.0592919529026597,0.0009003144412379,0.0894616495652608,0.4769933686543942,0.3271723958097995,0.6627639127021375,-2.8252816836595898,0.2
1715943458664,572.14,Cow_boy,-5.666901,-1.005001,0.09988058,Idle,,,-5.832944,-0.1434016,0.3770739,-5.394822,0.02585959,-0.2127331,-0.04723091,0.7188175,0.1260065,,0.332,0.3,,,0.0268682812545248,0.0598254161426627,0.0006866777622565,0.0873803751594441,0.4700228967794591,0.3074864488221514,0.6846550616599956,-2.8163246892125158,0.3
1715943458748,572.2233,Cow_boy,-5.583587,-1.006252,0.09988258,Idle,,,-5.683805,-0.1403749,0.4154854,-5.384023,0.001254678,-0.1862431,-0.04910477,0.7186262,0.1280899,,0.416,0.4,,,0.0268682812545248,0.0598254161426627,0.0006866777622565,0.0873803751594441,0.465840613654498,0.3074864488221514,0.6846550616599956,-2.8163246892125158,0.4
1715943458832,572.3069,Cow_boy,-5.499971,-1.007507,0.09988458,Idle,,,-5.5302,-0.1188248,0.478912,-5.420092,-0.04245019,-0.1411323,-0.0505381,0.7182855,0.1308933,,0.5,0.5,,,0.0268682812545248,0.0598254161426627,0.0006866777622565,0.0873803751594441,0.463052424904524,0.3074864488221514,0.6846550616599956,-2.8163246892125158,0.5
1715943458915,572.3895,Cow_boy,-5.417415,-1.008746,0.09988645,Idle,,,-5.356474,-0.06481427,0.5136268,-5.458888,-0.07619488,-0.1146362,-0.05080682,0.7182917,0.1351369,,0.583,0.6,,,0.0268682812545248,0.0598254161426627,0.0006866777622565,0.0873803751594441,0.4610608615116854,0.3074864488221514,0.6846550616599956,-2.8163246892125158,0.6
1715943458998,572.4732,Cow_boy,-5.333703,-1.010002,0.09988842,Idle,,,-5.176883,0.004583478,0.5096302,-5.482118,-0.08621764,-0.1054927,-0.04970486,0.7195929,0.1452362,,0.666,0.7,,,0.0268682812545248,0.0598254161426627,0.0006866777622565,0.0873803751594441,0.4595671889670564,0.3074864488221514,0.6846550616599956,-2.8163246892125158,0.7
1715943459082,572.5567,Cow_boy,-5.2502,-1.011256,0.09989039,Idle,,,-5.01563,0.04426908,0.5111176,-5.47627,-0.09724629,-0.08005341,-0.0460567,0.7212109,0.157967,,0.75,0.8,,,0.0268682812545248,0.0598254161426627,0.0006866777622565,0.0873803751594441,0.4584054436545672,0.3074864488221514,0.6846550616599956,-2.8163246892125158,0.8
1715943459165,572.6403,Cow_boy,-5.166578,-1.012511,0.09989236,Idle,,,-4.896364,0.04331267,0.5279907,-5.413217,-0.1121451,-0.05915161,-0.04105322,0.7220193,0.1694477,,0.833,0.8,,,0.0268682812545248,0.0598254161426627,0.0006866777622565,0.0873803751594441,0.4584054436545672,0.3074864488221514,0.6846550616599956,-2.8163246892125158,0.8
1715943459249,572.7236,Cow_boy,-5.083283,-1.013761,0.09989438,Idle,,,-4.833321,0.01733387,0.5151633,-5.290762,-0.1086374,-0.09723922,-0.03626021,0.7220632,0.1778836,,0.917,0.9,,,0.0268682812545248,0.0598254161426627,0.0006866777622565,0.0873803751594441,0.4574760474045758,0.3074864488221514,0.6846550616599956,-2.8163246892125158,0.9
1715943459332,572.8071,Cow_boy,-4.999784,-1.015014,0.09989641,Idle,,,-4.81115,-0.02887678,0.4722291,-5.113122,-0.1047101,-0.1675766,-0.03244261,0.7220821,0.1831939,,1.0,1.0,,,0.024867535385183,0.0593454944626991,0.0006554539045238,0.084868483752406,0.4539809412185809,0.2930126035682603,0.6992642243477885,-2.8243790755056986,1.0
1715943459415,572.89,Cow_boy,-4.916939,-1.016258,0.09989855,Idle,,,-4.843888,-0.06575555,0.4400994,-4.914503,-0.07183731,-0.2198971,-0.02959478,0.7223975,0.1861883,,1.083,1.1,,,0.0265516074144979,0.0585617024750942,0.0008751208568578,0.08598843074645,0.453932147392214,0.3087811602561907,0.6810416467277127,-2.837674337431075,1.1
1715943459499,572.9736,Cow_boy,-4.833349,-1.017512,0.0999007,Idle,,,-4.892101,-0.09624267,0.4177057,-4.693449,-0.01272774,-0.2348446,-0.02769107,0.7228011,0.1874981,,1.167,1.2,,,0.0246490783326229,0.0594990787614347,0.0006637950972568,0.0848119521913146,0.4508817236176853,0.2906321302099112,0.7015412005517774,-2.821794449551512,1.2
1715943459582,573.0573,Cow_boy,-4.749678,-1.018768,0.09990285,Idle,,,-4.909777,-0.1237656,0.3896644,-4.507198,0.01736653,-0.2338459,-0.02696433,0.723235,0.1872423,,1.25,1.2,,,0.0246490783326229,0.0594990787614347,0.0006637950972568,0.0848119521913146,0.4508817236176853,0.2906321302099112,0.7015412005517774,-2.821794449551512,1.2
1715943459666,573.1404,Cow_boy,-4.666532,-1.020016,0.09990499,Idle,,,-4.845162,-0.1495137,0.3733185,-4.388435,0.01715958,-0.2229797,-0.02795212,0.7230416,0.1851692,,1.334,1.3,,,0.0246490783326229,0.0594990787614347,0.0006637950972568,0.0848119521913146,0.4482670746680893,0.2906321302099112,0.7015412005517774,-2.821794449551512,1.3
1715943459749,573.2238,Cow_boy,-4.583155,-1.021267,0.09990702,Idle,,,-4.712856,-0.161431,0.3913642,-4.345132,-0.002712965,-0.2016343,-0.02989457,0.7225868,0.1808058,,1.417,1.4,,,0.0246490783326229,0.0594990787614347,0.0006637950972568,0.0848119521913146,0.4460010455784394,0.2906321302099112,0.7015412005517774,-2.821794449551512,1.4
1715943459833,573.307,Cow_boy,-4.499942,-1.022516,0.09990904,Idle,,,-4.560676,-0.1455412,0.459223,-4.369405,-0.03991222,-0.1560896,-0.0322973,0.7225372,0.1745174,,1.501,1.5,,,0.0246490783326229,0.0594990787614347,0.0006637950972568,0.0848119521913146,0.4440182701249958,0.2906321302099112,0.7015412005517774,-2.821794449551512,1.5
1715943459915,573.3906,Cow_boy,-4.416435,-1.02377,0.09991119,Idle,,,-4.392013,-0.1058928,0.5056733,-4.41138,-0.08271587,-0.1231469,-0.03435261,0.7226891,0.1673286,,1.583,1.6,,,0.0246490783326229,0.0594990787614347,0.0006637950972568,0.0848119521913146,0.4422687623719573,0.2906321302099112,0.7015412005517774,-2.821794449551512,1.6
1715943459999,573.4729,Cow_boy,-4.334088,-1.025005,0.09991334,Idle,,,-4.214769,-0.03674853,0.509953,-4.442595,-0.09850204,-0.1112801,-0.03479563,0.7228737,0.1620239,,1.667,1.7,,,0.0246490783326229,0.0594990787614347,0.0006637950972568,0.0848119521913146,0.4407136443692563,0.2906321302099112,0.7015412005517774,-2.821794449551512,1.7
1715943460082,573.5565,Cow_boy,-4.250508,-1.02626,0.09991548,Idle,,,-4.043275,0.01645172,0.5062506,-4.449592,-0.110187,-0.09302308,-0.03438038,0.7233695,0.1600397,,1.75,1.8,,,0.0246490783326229,0.0594990787614347,0.0006637950972568,0.0848119521913146,0.4393222229984187,0.2906321302099112,0.7015412005517774,-2.821794449551512,1.8
1715943460166,573.6409,Cow_boy,-4.166141,-1.027526,0.09991763,Idle,,,-3.903386,0.03440392,0.5189685,-4.411615,-0.1197525,-0.06544318,-0.0336975,0.7238239,0.1619284,,1.834,1.8,,,0.0246490783326229,0.0594990787614347,0.0006637950972568,0.0848119521913146,0.4393222229984187,0.2906321302099112,0.7015412005517774,-2.821794449551512,1.8
1715943460249,573.7238,Cow_boy,-4.083169,-1.028771,0.09991965,Idle,,,-3.821298,0.01218808,0.5293461,-4.313548,-0.1292806,-0.07033625,-0.03195288,0.7242656,0.1651919,,1.917,1.9,,,0.0239573927356411,0.0578012181537509,0.0008327444815314,0.0825913553709234,0.4380800632641189,0.2900714321498515,0.6998458603102182,-2.850745428201477,1.9
1715943460332,573.8068,Cow_boy,-4.000153,-1.030017,0.09992168,Idle,,,-3.780869,-0.02182972,0.4887892,-4.157463,-0.1197962,-0.1402743,-0.02954545,0.7245393,0.168449,,2.0,2.0,,,0.0226562111665359,0.0591252028274188,0.0006253969567806,0.0824068109507354,0.4354662706170005,0.2749312939688974,0.7174795644350944,-2.828098001691039,2.0
1715943460415,573.8903,Cow_boy,-3.916774,-1.031269,0.09992323,Idle,,,-3.790697,-0.06897992,0.4469067,-3.96468,-0.1086743,-0.2084588,-0.02779773,0.7247689,0.1701797,,2.083,2.1,,,0.0226562111665359,0.0591252028274188,0.0006253969567806,0.0824068109507354,0.4330900954832566,0.2749312939688974,0.7174795644350944,-2.828098001691039,2.1
1715943460499,573.9742,Cow_boy,-3.83284,-1.032528,0.09992466,Idle,,,-3.840866,-0.09943575,0.4298678,-3.746323,-0.04835534,-0.2293183,-0.02638417,0.7249389,0.1703257,,2.167,2.2,,,0.0226562111665359,0.0591252028274188,0.0006253969567806,0.0824068109507354,0.4309205442741859,0.2749312939688974,0.7174795644350944,-2.828098001691039,2.2
1715943460582,574.0564,Cow_boy,-3.750603,-1.033763,0.09992609,Idle,,,-3.876083,-0.1283689,0.4004312,-3.542452,-0.006592393,-0.2362253,-0.02565524,0.7253271,0.1694146,,2.25,2.2,,,0.0226562111665359,0.0591252028274188,0.0006253969567806,0.0824068109507354,0.4309205442741859,0.2749312939688974,0.7174795644350944,-2.828098001691039,2.2
1715943460665,574.1399,Cow_boy,-3.667099,-1.035016,0.09992752,Idle,,,-3.851883,-0.1546575,0.3750382,-3.395741,0.004739642,-0.2306365,-0.02531238,0.7254592,0.1684695,,2.333,2.3,,,0.0226562111665359,0.0591252028274188,0.0006253969567806,0.0824068109507354,0.4289317889992046,0.2749312939688974,0.7174795644350944,-2.828098001691039,2.3
1715943460749,574.2238,Cow_boy,-3.583277,-1.036274,0.09992895,Idle,,,-3.738514,-0.1771069,0.3796032,-3.320064,-0.009465575,-0.2098941,-0.025306,0.7255158,0.16666,,2.417,2.4,,,0.0226562111665359,0.0591252028274188,0.0006253969567806,0.0824068109507354,0.4271021341462217,0.2749312939688974,0.7174795644350944,-2.828098001691039,2.4
1715943460832,574.3071,Cow_boy,-3.499981,-1.037524,0.09993038,Idle,,,-3.586201,-0.1674137,0.4316076,-3.322606,-0.03681982,-0.1761178,-0.0257566,0.7256691,0.1637007,,2.5,2.5,,,0.0226562111665359,0.0591252028274188,0.0006253969567806,0.0824068109507354,0.4254132219742375,0.2749312939688974,0.7174795644350944,-2.828098001691039,2.5
1715943460916,574.3901,Cow_boy,-3.416928,-1.038771,0.09993205,Idle,,,-3.428773,-0.141826,0.4883717,-3.362329,-0.08277255,-0.1353213,-0.02673643,0.7262455,0.1592539,,2.584,2.6,,,0.0226562111665359,0.0591252028274188,0.0006253969567806,0.0824068109507354,0.4238494144075855,0.2749312939688974,0.7174795644350944,-2.828098001691039,2.6
1715943460998,574.4731,Cow_boy,-3.333918,-1.040016,0.09993348,Idle,,,-3.254199,-0.08081031,0.5152782,-3.398726,-0.1096186,-0.1127535,-0.02783042,0.7262897,0.1541636,,2.666,2.7,,,0.006984358191776,0.0466952989954843,0.0005517955009903,0.0542314526882506,0.4140538298882487,0.1287879605941152,0.8610372151362435,-3.064111783282496,2.7
1715943461082,574.5571,Cow_boy,-3.249951,-1.041277,0.09993539,Idle,,,-3.075332,-0.01671636,0.5082132,-3.415337,-0.1207069,-0.1013102,-0.02921911,0.7268881,0.1484715,,2.75,2.8,,,0.0210023877322164,0.0587675643473285,0.000574144228097,0.080344096307642,0.4120995807725908,0.2614054883609255,0.7314484454751256,-2.8341652030256776,2.8
1715943461165,574.6399,Cow_boy,-3.167131,-1.04252,0.09993706,Idle,,,-2.92085,0.01745903,0.514804,-3.403179,-0.1294513,-0.07289305,-0.03034325,0.7271882,0.1409394,,2.833,2.8,,,0.0210023877322164,0.0587675643473285,0.000574144228097,0.080344096307642,0.4120995807725908,0.2614054883609255,0.7314484454751256,-2.8341652030256776,2.8
1715943461248,574.7238,Cow_boy,-3.083303,-1.043778,0.09993873,Idle,,,-2.815105,0.007145047,0.5315162,-3.326247,-0.14526,-0.05906501,-0.03105375,0.7267092,0.1344999,,2.916,2.9,,,0.0210023877322164,0.0587675643473285,0.000574144228097,0.080344096307642,0.4102756149313099,0.2614054883609255,0.7314484454751256,-2.8341652030256776,2.9
1715943461332,574.8068,Cow_boy,-3.000307,-1.045023,0.09994064,Idle,,,-2.75819,-0.01936305,0.5063401,-3.193664,-0.1370503,-0.1124057,-0.03201168,0.7261099,0.1296167,,3.0,3.0,,,0.0210023877322164,0.0587675643473285,0.000574144228097,0.080344096307642,0.4085693243055956,0.2614054883609255,0.7314484454751256,-2.8341652030256776,3.0
1715943461415,574.8895,Cow_boy,-2.917614,-1.046265,0.09994254,Idle,,,-2.746575,-0.06966335,0.4623781,-3.010495,-0.1343528,-0.1825604,-0.03280934,0.7254425,0.1254878,,3.083,3.1,,,0.0210023877322164,0.0587675643473285,0.000574144228097,0.080344096307642,0.4069696768439885,0.2614054883609255,0.7314484454751256,-2.8341652030256776,3.1
1715943461499,574.9727,Cow_boy,-2.834366,-1.047514,0.09994421,Idle,,,-2.788631,-0.1028413,0.4372948,-2.805118,-0.08879006,-0.2245924,-0.03359034,0.7250791,0.1221458,,3.167,3.2,,,0.0210023877322164,0.0587675643473285,0.000574144228097,0.080344096307642,0.4054669777133878,0.2614054883609255,0.7314484454751256,-2.8341652030256776,3.2
1715943461581,575.0565,Cow_boy,-2.750618,-1.048771,0.09994612,Idle,,,-2.832127,-0.1328247,0.4121326,-2.586892,-0.03610754,-0.2358426,-0.03474262,0.7247196,0.120123,,3.249,3.2,,,0.0210023877322164,0.0587675643473285,0.000574144228097,0.080344096307642,0.4054669777133878,0.2614054883609255,0.7314484454751256,-2.8341652030256776,3.2
1715943461665,575.1401,Cow_boy,-2.666914,-1.050027,0.09994826,Idle,,,-2.839861,-0.1600314,0.3843807,-2.411396,-0.01132345,-0.2322098,-0.03619085,0.7242335,0.1195472,,3.333,3.3,,,0.0210023877322164,0.0587675643473285,0.000574144228097,0.080344096307642,0.4040526726492932,0.2614054883609255,0.7314484454751256,-2.8341652030256776,3.3
1715943461748,575.2235,Cow_boy,-2.583566,-1.051278,0.09995041,Idle,,,-2.756762,-0.1852396,0.3749476,-2.307629,-0.0170294,-0.2178532,-0.03776299,0.7235015,0.1197903,,3.416,3.4,,,0.0210023877322164,0.0587675643473285,0.000574144228097,0.080344096307642,0.4027191850174323,0.2614054883609255,0.7314484454751256,-2.8341652030256776,3.4
1715943461832,575.3064,Cow_boy,-2.500659,-1.052522,0.09995232,Idle,,,-2.615942,-0.1909659,0.3991383,-2.27861,-0.03829813,-0.1955101,-0.03945274,0.7228264,0.1203464,,3.5,3.5,,,0.0119859125580101,0.0569542262861099,0.000695259163901,0.0696353980080211,0.3973783234220269,0.1721238465044672,0.8178918756169028,-2.865507381375155,3.5
1715943461915,575.3901,Cow_boy,-2.416949,-1.053778,0.0999547,Idle,,,-2.462183,-0.1709741,0.4695879,-2.312632,-0.08046126,-0.1485313,-0.04104638,0.722349,0.1210349,,3.583,3.6,,,0.0130566033876979,0.0425016030114043,0.0003272806196211,0.0558854870187234,0.3949411419867163,0.2336313788108091,0.7605123490677458,-3.158213485847672,3.6
1715943461999,575.473,Cow_boy,-2.334003,-1.055023,0.09995685,Idle,,,-2.292423,-0.1254066,0.511721,-2.351814,-0.1194406,-0.1169645,-0.04264589,0.7220616,0.122095,,3.667,3.7,,,0.0130566033876979,0.0425016030114043,0.0003272806196211,0.0558854870187234,0.3926322332585272,0.2336313788108091,0.7605123490677458,-3.158213485847672,3.7
