Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time
1715741746516,255.2345,Cow_boy,-6.000125,-1.0,0.09986936,Idle,,,-6.051353,-0.09565073,0.3897756,-5.950534,-0.09169459,-0.1624752,-0.1091507,0.510002,0.2937292,,0.0
1715741746598,255.3182,Cow_boy,-5.916392,-1.001257,0.09987141,Idle,,,-5.948729,-0.09221739,0.4030671,-5.862659,-0.08388638,-0.1754963,-0.1081965,0.5112042,0.294702,,0.082
1715741746682,255.4005,Cow_boy,-5.834128,-1.002491,0.09987342,Idle,,,-5.912255,-0.09516567,0.4051142,-5.702102,-0.04429561,-0.2054976,-0.1075541,0.5120008,0.2959073,,0.166
1715741746766,255.4841,Cow_boy,-5.750575,-1.003745,0.09987544,Idle,,,-5.916514,-0.1170217,0.3828245,-5.507093,0.01467204,-0.2279473,-0.1077186,0.512414,0.2971661,,0.25
1715741746849,255.5668,Cow_boy,-5.667885,-1.004987,0.09987748,Idle,,,-5.83307,-0.1435791,0.3772627,-5.39651,0.02555108,-0.2125463,-0.1080908,0.5129306,0.2984909,,0.333
1715741746932,255.6496,Cow_boy,-5.585037,-1.00623,0.09987951,Idle,,,-5.684968,-0.1402627,0.4158127,-5.385905,0.001155019,-0.1860496,-0.1090218,0.5133439,0.2999556,,0.416
1715741747016,255.7331,Cow_boy,-5.50154,-1.007483,0.09988151,Idle,,,-5.530354,-0.118167,0.4796436,-5.423566,-0.04315037,-0.1407468,-0.1100092,0.5140983,0.3011064,,0.5
1715741747098,255.817,Cow_boy,-5.417707,-1.008742,0.09988359,Idle,,,-5.354545,-0.06293333,0.5140104,-5.462048,-0.07647896,-0.1143534,-0.110988,0.5149637,0.3014393,,0.582
1715741747182,255.8999,Cow_boy,-5.334744,-1.009987,0.09988568,Idle,,,-5.177646,0.004747987,0.5096086,-5.48342,-0.08625412,-0.1054332,-0.1119078,0.515976,0.3012659,,0.666
1715741747265,255.9842,Cow_boy,-5.250492,-1.011251,0.09988777,Idle,,,-5.015272,0.04454458,0.5113346,-5.477154,-0.09727079,-0.07964059,-0.1125316,0.5176138,0.3001447,,0.749
1715741747348,256.0674,Cow_boy,-5.167343,-1.012499,0.09988979,Idle,,,-4.897155,0.04326069,0.5280343,-5.413932,-0.1121563,-0.05915346,-0.1130584,0.5200642,0.2986447,,0.832
1715741747432,256.1495,Cow_boy,-5.085224,-1.013732,0.09989176,Idle,,,-4.835889,0.01694691,0.5143663,-5.29152,-0.1083162,-0.09862765,-0.1142205,0.523322,0.2965156,,0.916
1715741747516,256.2329,Cow_boy,-5.001826,-1.014983,0.09989379,Idle,,,-4.812851,-0.02866191,0.4724103,-5.115561,-0.104709,-0.1672815,-0.1164734,0.5268105,0.2945613,,1.0
1715741747598,256.3178,Cow_boy,-4.916903,-1.016258,0.09989593,Idle,,,-4.845821,-0.06618011,0.4399169,-4.91258,-0.07081789,-0.2202212,-0.1197951,0.5298268,0.2923817,,1.082
1715741747681,256.3999,Cow_boy,-4.834824,-1.01749,0.09989808,Idle,,,-4.893796,-0.09627485,0.4176514,-4.694694,-0.01263332,-0.2348628,-0.1238571,0.5315359,0.2900577,,1.165
1715741747765,256.4828,Cow_boy,-4.751947,-1.018734,0.09990022,Idle,,,-4.910999,-0.1233687,0.3900315,-4.510507,0.01717854,-0.2339725,-0.1289057,0.5322428,0.2879654,,1.249
1715741747849,256.5667,Cow_boy,-4.6681,-1.019992,0.09990237,Idle,,,-4.846335,-0.1498141,0.3734194,-4.390163,0.0169673,-0.2226242,-0.1341908,0.5331687,0.2855569,,1.333
1715741747932,256.6496,Cow_boy,-4.585194,-1.021237,0.09990451,Idle,,,-4.714875,-0.1613972,0.391373,-4.347192,-0.00268805,-0.2016294,-0.1396173,0.5348719,0.2822126,,1.416
1715741748015,256.7341,Cow_boy,-4.500643,-1.022506,0.09990666,Idle,,,-4.560181,-0.1450804,0.4600197,-4.372106,-0.04064035,-0.1555689,-0.1453429,0.5366204,0.2781582,,1.499
1715741748099,256.8171,Cow_boy,-4.41768,-1.023751,0.09990881,Idle,,,-4.39302,-0.1057145,0.5057762,-4.412953,-0.08278149,-0.1230654,-0.1517631,0.5381925,0.2738468,,1.583
1715741748181,256.8995,Cow_boy,-4.335251,-1.024988,0.09991095,Idle,,,-4.215652,-0.0365445,0.5099599,-4.444048,-0.09851086,-0.1112317,-0.1584988,0.5389074,0.2694505,,1.665
1715741748265,256.9832,Cow_boy,-4.251543,-1.026244,0.0999131,Idle,,,-4.043895,0.01669312,0.5062313,-4.451074,-0.1102136,-0.09291174,-0.1648994,0.5395701,0.2653075,,1.749
1715741748348,257.0667,Cow_boy,-4.168103,-1.027496,0.09991524,Idle,,,-3.905312,0.03440809,0.5189933,-4.413585,-0.1197517,-0.0654197,-0.1702177,0.5402242,0.2615945,,1.832
1715741748432,257.15,Cow_boy,-4.084847,-1.028746,0.09991739,Idle,,,-3.82318,0.01196158,0.5291456,-4.314813,-0.1291548,-0.07080843,-0.174127,0.5403298,0.2577659,,1.916
1715741748515,257.2335,Cow_boy,-4.001344,-1.029999,0.09991954,Idle,,,-3.782327,-0.02202785,0.4886311,-4.15825,-0.1197848,-0.1405286,-0.1767873,0.5407317,0.2544363,,1.999
1715741748597,257.3171,Cow_boy,-3.917738,-1.031254,0.09992108,Idle,,,-3.790486,-0.06872284,0.4471942,-3.966724,-0.1090219,-0.2079469,-0.1783606,0.5408884,0.25184,,2.081
1715741748681,257.3996,Cow_boy,-3.835242,-1.032492,0.09992252,Idle,,,-3.843373,-0.09942597,0.4298435,-3.748613,-0.04827905,-0.229337,-0.1792644,0.5411357,0.2501765,,2.165
1715741748765,257.4834,Cow_boy,-3.751409,-1.03375,0.09992442,Idle,,,-3.876075,-0.1281593,0.4006532,-3.54406,-0.006834388,-0.2362432,-0.1792277,0.5392958,0.2489608,,2.249
