Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time
1716182993097,118.4657,Robot Kyle,-6.000121,-1.0,0.09986936,Idle,,,-6.040839,-0.1006478,0.3824838,-5.934168,-0.09601754,-0.1505121,-0.1727564,0.6428642,0.1076215,,0.0
1716182993180,118.5485,Robot Kyle,-5.91737,-1.001242,0.09987139,Idle,,,-5.934521,-0.09743232,0.3924496,-5.84655,-0.08972532,-0.1588055,-0.1718555,0.6451707,0.1086478,,0.083
1716182993263,118.631,Robot Kyle,-5.834828,-1.002481,0.09987342,Idle,,,-5.885571,-0.1001318,0.391397,-5.683761,-0.05204809,-0.1839255,-0.1714894,0.6458906,0.1093604,,0.166
1716182993345,118.7146,Robot Kyle,-5.751224,-1.003735,0.09987544,Idle,,,-5.888222,-0.1237486,0.3658295,-5.483803,0.006242871,-0.2083747,-0.1717925,0.6465532,0.1095938,,0.248
1716182993429,118.7975,Robot Kyle,-5.668423,-1.004978,0.09987748,Idle,,,-5.808758,-0.1511949,0.3527903,-5.355631,0.02440166,-0.1954295,-0.1717073,0.6474349,0.1096942,,0.332
1716182993512,118.8813,Robot Kyle,-5.584579,-1.006237,0.09987951,Idle,,,-5.660165,-0.1468052,0.3870162,-5.330863,0.003572941,-0.1695519,-0.1717559,0.6475006,0.1099252,,0.415
1716182993596,118.9647,Robot Kyle,-5.501159,-1.007489,0.09988154,Idle,,,-5.513587,-0.1220406,0.4586577,-5.368528,-0.04148179,-0.125351,-0.1723387,0.6468306,0.110125,,0.499
1716182993679,119.0468,Robot Kyle,-5.419058,-1.008721,0.09988353,Idle,,,-5.335062,-0.07025999,0.4947154,-5.422286,-0.07698929,-0.09965708,-0.1731963,0.646412,0.1101487,,0.582
1716182993762,119.1313,Robot Kyle,-5.334603,-1.009989,0.09988556,Idle,,,-5.146272,0.005904317,0.485506,-5.458484,-0.08688831,-0.08371701,-0.1741435,0.6459978,0.1101967,,0.665
1716182993845,119.2136,Robot Kyle,-5.252322,-1.011224,0.09988771,Idle,,,-4.982241,0.05435216,0.4830521,-5.457618,-0.09995955,-0.05485579,-0.1751363,0.6454176,0.1107508,,0.748
