HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
,,0.006163860180987928,0.0018302514461193786,0.00017029975080962178,0.008164411377916929,3.3677668683485846,0.7549668795058411,0.22417432946480825,-6.303301919316605,0.0
,,0.006163860180987928,0.0018302514461193786,0.00017029975080962178,0.008164411377916929,3.3677668683485846,0.7549668795058411,0.22417432946480825,-6.303301919316605,0.1
,,0.006163860180987928,0.0018302514461193786,0.00017029975080962178,0.008164411377916929,3.3677668683485846,0.7549668795058411,0.22417432946480825,-6.303301919316605,0.2
,,0.006163860180987928,0.0018302514461193786,0.00017029975080962178,0.008164411377916929,3.3677668683485846,0.7549668795058411,0.22417432946480825,-6.303301919316605,0.3
,,0.018099264540204756,0.0039337159280719534,0.0003196932010937253,0.022352673669370434,3.6144255725792576,0.8097136301419697,0.1759841344376745,-5.538170771060231,0.4
,,0.018099264540204756,0.0039337159280719534,0.0003196932010937253,0.022352673669370434,3.778864708733039,0.8097136301419697,0.1759841344376745,-5.538170771060231,0.5
,,0.008850948677940874,0.001842947486736494,0.00017028113216714587,0.010864177296844515,3.925113311182762,0.8146911115406429,0.16963525505716623,-6.2963890940609515,0.6
,,0.008850948677940874,0.001842947486736494,0.00017028113216714587,0.010864177296844515,4.034799763020054,0.8146911115406429,0.16963525505716623,-6.2963890940609515,0.7
,,0.008850948677940874,0.001842947486736494,0.00017028113216714587,0.010864177296844515,4.120111447782392,0.8146911115406429,0.16963525505716623,-6.2963890940609515,0.8
,,0.008850948677940874,0.001842947486736494,0.00017028113216714587,0.010864177296844515,4.188360795592263,0.8146911115406429,0.16963525505716623,-6.2963890940609515,0.9
,,0.008560348467997338,0.0017838822028396198,0.00014891491250893497,0.010493145583345893,4.243847856541585,0.8158038407075779,0.17000452234941762,-6.328963276802802,1.0
,,0.008560348467997338,0.0017838822028396198,0.00014891491250893497,0.010493145583345893,4.290087073999353,0.8158038407075779,0.17000452234941762,-6.328963276802802,1.1
,,0.008560348467997338,0.0017838822028396198,0.00014891491250893497,0.010493145583345893,4.329212565694389,0.8158038407075779,0.17000452234941762,-6.328963276802802,1.2
,,0.008853126580668584,0.0018751427061833802,0.00017138812098198611,0.01089965740783395,4.357219394651415,0.8122389768237618,0.1720368481339287,-6.27907051249151,1.3
,,0.008853126580668584,0.0018751427061833802,0.00017138812098198611,0.01089965740783395,4.381491979747505,0.8122389768237618,0.1720368481339287,-6.27907051249151,1.4
,,0.008853126580668584,0.0018751427061833802,0.00017138812098198611,0.01089965740783395,4.402730491706583,0.8122389768237618,0.1720368481339287,-6.27907051249151,1.5
,,0.008626145961399045,0.0018207045037952454,0.0001643100391818671,0.010611160504376157,4.422440855756534,0.8129314374088988,0.17158391893557423,-6.308531762796051,1.6
,,0.008626145961399045,0.0018207045037952454,0.0001643100391818671,0.010611160504376157,4.439961179356491,0.8129314374088988,0.17158391893557423,-6.308531762796051,1.7
,,0.008626145961399045,0.0018207045037952454,0.0001643100391818671,0.010611160504376157,4.455637258366977,0.8129314374088988,0.17158391893557423,-6.308531762796051,1.8
,,0.009060373700956376,0.0019257772004368588,0.00017325130946391952,0.011159402210857153,4.468094801619317,0.8119049326980436,0.17256992480862823,-6.252425652236969,1.9
,,0.009060373700956376,0.0019257772004368588,0.00017325130946391952,0.011159402210857153,4.479365912180959,0.8119049326980436,0.17256992480862823,-6.252425652236969,2.0
,,0.009060373700956376,0.0019257772004368588,0.00017325130946391952,0.011159402210857153,4.489612376327905,0.8119049326980436,0.17256992480862823,-6.252425652236969,2.1
,,0.015584925229842082,0.004632124621113531,0.00036014218906046773,0.020577192040016082,4.440695779225855,0.7573883355675726,0.22510965597762436,-5.374739634687882,2.2
,,0.015584925229842082,0.004632124621113531,0.00036014218906046773,0.020577192040016082,4.395855565215642,0.7573883355675726,0.22510965597762436,-5.374739634687882,2.3
,,0.015584925229842082,0.004632124621113531,0.00036014218906046773,0.020577192040016082,4.354602568326246,0.7573883355675726,0.22510965597762436,-5.374739634687882,2.4
,,0.015584925229842082,0.004632124621113531,0.00036014218906046773,0.020577192040016082,4.316522878889882,0.7573883355675726,0.22510965597762436,-5.374739634687882,2.5
,,0.009453719991821787,0.0019896029863854152,0.0001745685689851045,0.011617891547192305,4.332635402568379,0.8137207989436316,0.17125336196362087,-6.219820164478309,2.6
,,0.009453719991821787,0.0019896029863854152,0.0001745685689851045,0.011617891547192305,4.347597031698413,0.8137207989436316,0.17125336196362087,-6.219820164478309,2.7
,,0.009320198623710873,0.0019311583871046065,0.00016905411478324668,0.011420411125598726,4.364101332564696,0.8161000966786345,0.1690970986828956,-6.249635255541332,2.8
,,0.009320198623710873,0.0019311583871046065,0.00016905411478324668,0.011420411125598726,4.37950534670656,0.8161000966786345,0.1690970986828956,-6.249635255541332,2.9
,,0.009320198623710873,0.0019311583871046065,0.00016905411478324668,0.011420411125598726,4.393915553484434,0.8161000966786345,0.1690970986828956,-6.249635255541332,3.0
,,0.009320198623710873,0.0019311583871046065,0.00016905411478324668,0.011420411125598726,4.407425122338689,0.8161000966786345,0.1690970986828956,-6.249635255541332,3.1
,,0.009320198623710873,0.0019311583871046065,0.00016905411478324668,0.011420411125598726,4.4201159294442025,0.8161000966786345,0.1690970986828956,-6.249635255541332,3.2
,,0.010038749797010625,0.002063182512555308,0.00017534849280374443,0.012277280802369677,4.433220240556942,0.8176688273736489,0.16804881681594236,-6.183505579317458,3.3
