Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time
1716268351148,386.5475,Cow_Girl,-6.000123,-1.0,0.09987031,Idle,,,-6.051898,-0.08533376,0.3392493,-5.956743,-0.08143586,-0.11256,0.03949526,0.510543,0.1381669,,0.0
1716268351231,386.6299,Cow_Girl,-5.917758,-1.001236,0.09987231,Idle,,,-5.951643,-0.0818519,0.3513615,-5.870827,-0.07411104,-0.1247002,0.0381064,0.5107499,0.1375319,,0.083
1716268351314,386.7125,Cow_Girl,-5.835205,-1.002475,0.09987431,Idle,,,-5.911079,-0.08472544,0.3525013,-5.717741,-0.0387134,-0.1523781,0.03632352,0.5104156,0.1365325,,0.166
1716268351397,386.7979,Cow_Girl,-5.749813,-1.003757,0.09987638,Idle,,,-5.908281,-0.1062343,0.3298269,-5.529054,0.01336038,-0.1737415,0.03485325,0.5099598,0.1357297,,0.249
1716268351481,386.8805,Cow_Girl,-5.667201,-1.004997,0.09987835,Idle,,,-5.82416,-0.1316653,0.3241848,-5.418306,0.02243233,-0.1591246,0.03404471,0.5098124,0.1351631,,0.333
1716268351564,386.9637,Cow_Girl,-5.583992,-1.006246,0.09988037,Idle,,,-5.680312,-0.1272829,0.3620486,-5.399387,0.001751184,-0.1342168,0.03360209,0.510268,0.1346892,,0.416
1716268351647,387.0456,Cow_Girl,-5.502181,-1.007473,0.09988234,Idle,,,-5.532835,-0.1051371,0.4264007,-5.430712,-0.03801197,-0.08927848,0.03276194,0.510563,0.1337861,,0.499
1716268351731,387.1295,Cow_Girl,-5.418237,-1.008733,0.09988437,Idle,,,-5.365625,-0.05386168,0.460422,-5.458629,-0.06762344,-0.06264725,0.03135208,0.5100918,0.1328021,,0.583
1716268351814,387.2137,Cow_Girl,-5.334098,-1.009996,0.0998864,Idle,,,-5.192335,0.01091087,0.4558985,-5.47608,-0.07676971,-0.05193897,0.03020804,0.5097185,0.1319672,,0.666
1716268351897,387.3001,Cow_Girl,-5.247611,-1.011294,0.09988854,Idle,,,-5.031788,0.0471139,0.4576205,-5.462962,-0.08755803,-0.02487775,0.02970724,0.5095791,0.1309133,,0.749
1716268351980,387.3817,Cow_Girl,-5.166025,-1.012519,0.09989057,Idle,,,-4.917534,0.04546106,0.4725231,-5.397422,-0.1017193,-0.005821995,0.02940745,0.5095043,0.1302778,,0.832
1716268352063,387.4639,Cow_Girl,-5.083837,-1.013752,0.09989247,Idle,,,-4.852648,0.02148533,0.4609544,-5.279163,-0.09772587,-0.04281636,0.02855519,0.5094409,0.1303644,,0.915
1716268352145,387.5447,Cow_Girl,-5.003059,-1.014965,0.0998945,Idle,,,-4.828727,-0.02215618,0.4182671,-5.111185,-0.09306383,-0.1135978,0.02714324,0.5093902,0.1307355,,0.997
1716268352228,387.6275,Cow_Girl,-4.92031,-1.016207,0.09989665,Idle,,,-4.85232,-0.05623645,0.3862812,-4.923931,-0.0643295,-0.1652664,0.02547503,0.5092489,0.1311818,,1.08
1716268352312,387.7112,Cow_Girl,-4.836635,-1.017463,0.09989855,Idle,,,-4.894579,-0.08583552,0.3638745,-4.711458,-0.009479403,-0.1800372,0.02418092,0.5089929,0.131719,,1.164
1716268352396,387.7952,Cow_Girl,-4.752599,-1.018724,0.0999007,Idle,,,-4.905295,-0.1130328,0.3364782,-4.5332,0.01593268,-0.179356,0.02357704,0.5090047,0.1326179,,1.248
1716268352479,387.8792,Cow_Girl,-4.668633,-1.019984,0.09990285,Idle,,,-4.839101,-0.1378635,0.3197772,-4.414135,0.01381063,-0.1695642,0.02317697,0.509205,0.1335828,,1.331
1716268352563,387.9623,Cow_Girl,-4.585522,-1.021232,0.09990499,Idle,,,-4.71042,-0.1491374,0.3376275,-4.364777,-0.003280759,-0.1491272,0.02226396,0.5092618,0.1339828,,1.415
1716268352647,388.0455,Cow_Girl,-4.502297,-1.022481,0.0999069,Idle,,,-4.56357,-0.1326184,0.4050865,-4.379698,-0.03603226,-0.1050861,0.02131029,0.5088117,0.133965,,1.499
1716268352729,388.1281,Cow_Girl,-4.419684,-1.023721,0.09990893,Idle,,,-4.40208,-0.09467375,0.4519245,-4.414703,-0.07477337,-0.07189443,0.02056987,0.5083999,0.1340437,,1.581
1716268352813,388.2111,Cow_Girl,-4.336777,-1.024965,0.09991083,Idle,,,-4.231739,-0.02962667,0.4565053,-4.438664,-0.08876801,-0.05889096,0.02075599,0.5079541,0.1340679,,1.665
1716268352895,388.2958,Cow_Girl,-4.252048,-1.026237,0.09991298,Idle,,,-4.065259,0.01903152,0.4524278,-4.439352,-0.1002553,-0.03977182,0.02134191,0.5081189,0.133884,,1.747
