Participant,LeftHandToFace,LetfHandToBody,RightHandToBody,RightHandToFace,TouchBody,TouchFace
0000,2.064877571676211,1.0002213266406748,0.9066577231365265,1.6099224451869334,1.4325497920655619,2.2137424775750465
0001,1.051497314753897,0.2759644945298128,0.9361255931612529,1.2582555331286591,0.38197724144619766,1.4411435467828169
0002,3.4221677251622755,4.57859684344674,3.0175824804279223,7.00778502256427,8.116413345143435,5.920604113877921
0003,1.6337616619880173,5.584255854756414,4.8956908853694285,2.6018853930411376,4.614026823362604,1.9258940042507982
0004,1.488883217473188,0.9317926483696536,1.3490347912760348,0.8339445961427167,0.7347089997641458,1.7243405200409128
0005,2.3780860412924705,2.876427029499509,2.9582275633583133,2.642696297934174,3.4944173608908713,3.411044366780299
0006,15.20419894318599,7.791539572088152,3.6966325270847418,11.839546817664386,5.789266046712894,12.669571083111768
0007,1.877934021895471,1.46434105417781,1.5428838768318942,1.7290438362942402,2.308133285384345,1.9353981866020222
0008,3.3051850168549888,2.3931888648933075,1.7925324527215079,2.9549410925934225,1.5674069529186387,3.2887703603101817
0009,1.364507728770469,1.0460496962071701,1.2462674843386459,1.5347905477487331,0.5518199193180645,1.4013201974365834
0010,2.2048999657797372,1.142050908367918,1.3059959416214137,1.894517045651667,1.4283484171400773,1.3859179565918007
0011,0.8778775966602557,3.308515556858396,2.859897535956554,2.1860656866975803,2.3830737057761877,1.372928914953275
0012,2.3541400048034737,0.9795789648888462,1.6753906398759957,2.5599641279430063,0.9092963993256266,1.3031136848332574
0013,0.541940350012583,0.7765002803282888,0.467434407077689,0.555412843557662,0.5478505302017636,0.497485277306406
0014,0.6384037947140572,0.2754805325022761,0.3207053113927327,0.9889134265293382,0.5491113194254277,1.0677687571604275
0015,5.736607482598117,5.340845297117604,6.992096465201177,7.016768790633655,6.636833111709594,5.794728876234752
0016,1.078700265265097,4.2688687859321695,0.7069139179776178,1.5992623409346636,1.4264942690809124,2.1835411956078903
0017,3.0527353369685515,3.21338338869946,2.905730864414515,4.824703912905919,2.9366455393650455,1.5176673136019485
0018,0.7770995336236367,3.404507309966503,1.6466801814054453,0.7440758607598909,3.1097775720752345,1.2104227727421975
0019,4.606321184475539,3.316334370284513,5.912124063479414,4.110600717683165,6.1509932858785685,4.963636632192566
0020,3.1569705457159594,4.925313556256376,4.371612598490498,1.478463258634453,5.99299139588549,6.810718776547756
0021,0.7025082056026654,1.87085786956627,1.3064878367473043,0.5271712034170976,0.6797508214041089,1.0098530002494503
0022,0.5118454400344886,0.85325252108436,0.9321546884429567,0.8608243770637226,0.7002191721675136,0.25277402641179175
0023,8.965646658188836,3.090937175028999,6.9126278332455735,6.383965249058179,3.3841253312100514,8.648889367046545
0024,1.9771656315680184,1.2761546637159882,1.3819641182501292,1.8250931769450023,1.2128252437295364,1.4708366075006838
0025,0.6097159915844709,0.3788601733116748,0.2538631551008702,0.8189522596169915,0.5512833766856541,0.926438635768611
0026,1.2502189836589692,1.1847960779074018,1.2769079070371858,1.0695681637705365,1.677160404405932,1.991593758548904
0027,1.1385945071816994,1.2764658411494294,3.0372139079158864,2.871186361015523,1.5421063426779766,2.6330003997211455
0028,0.6135441570578203,1.2548492076286022,0.9122723760605091,0.4056123964004104,0.6627629589965724,0.6876359784534699
0029,1.694303287191318,4.592542384497921,7.206873909693212,1.983909948504691,1.5423879785422732,2.496932672306534
0030,3.744666539608746,3.1689994901546075,6.154566844187042,2.3712821080384585,4.006725898565547,7.4257803683796695
