Participant,LeftHandToFace,LetfHandToBody,RightHandToBody,RightHandToFace,TouchBody,TouchFace
0000,0.7060330404095236,0.8159024028147313,0.5828559327862712,0.7238828149954123,0.6126138424250716,0.6447035127162862
0001,1.1133294290955116,1.5923687540016598,1.8453909413165626,1.6693858269054143,1.2858317731342213,0.9681042230045852
0002,8.565982692940956,2.912674805275539,4.037921670062691,8.014154139537032,4.65117495234816,6.074169233228735
0003,2.3446713516946582,3.2292432991354634,3.766534253914436,1.0308603475875182,2.58094315426093,1.692726607580203
0004,1.872750917346692,0.8755153281521846,1.0000476526607116,0.8436379131990914,0.8658854625760382,1.7934224730365719
0005,5.287365199712645,6.8019345168153,4.546735196247386,4.888453057208071,7.897507679748982,6.0022212609303125
0006,2.1789210315221177,9.400939810882557,6.6657567670647,1.5402265121830212,7.62753807182711,1.3599781648848441
0007,1.5000707896327643,1.8335623090589717,2.880960281548607,0.8472150188292391,2.1776382382165025,1.8738737286257816
0008,1.8577979416204564,7.642637016547451,7.517052159680522,3.034651203625971,7.744972820564692,2.444016716216589
0009,1.1788848475807452,0.738748435370052,0.9027402053229949,1.7712127312772472,0.6444320865295581,1.4828709411582406
0010,5.908061613243177,2.209167020424222,3.0012782464420837,8.85401501873464,1.657309812810422,8.069837921221358
0011,0.5011105240584763,0.8372873174111697,0.6742832681131252,0.7974352871637729,2.281673900284193,0.5947158558114264
0012,2.916133499980427,0.7315294813034758,2.3390001613298423,4.19952149289075,1.1610550287369192,4.0581651378069665
0013,0.2494524694631748,1.0780651631629317,1.002218077082702,0.3295818986975223,1.5102230007686168,1.3369182963997698
0014,1.5355623037448136,0.7372613030671271,0.8607733905059576,0.7394544614983949,0.5078726362482545,1.457970407699005
0015,3.549975620320425,5.111828753036328,7.43733503720182,2.5077402063685232,3.995950511493065,2.0048447896429056
0016,1.998441694865599,1.9490867721127378,3.1289598328737735,2.2662432602003175,2.0381170363739196,2.14863149891738
0017,2.1410849691955227,1.2474775639324245,0.8850417351716761,6.068369389968315,0.8176053724700637,5.861489908170205
0018,2.1173959359615036,1.1301296900895863,2.8967916662929536,2.4374064503685533,2.028045034632492,2.9876791468414154
0019,1.4186494644411096,1.6337332972014198,1.5275223726999891,2.5543203864171358,1.0409744550985816,4.691776732274216
0020,1.4761145484980283,1.9964284227728066,0.5253530573204276,3.636146978627597,1.9304595103352167,4.0900071238093245
0021,0.6972601735028118,0.5531634727409139,0.6857763520633768,0.931160919727884,0.604016881838426,2.646338237829672
0022,0.5755667909594043,1.3038476932306973,0.9187325141296863,0.8934320081194743,1.3845844906916445,1.9598907213154964
0023,3.847862150743812,9.452493152944449,8.427304408159355,2.509538312900814,6.702668940732944,5.776859497897538
0024,0.5312920660227791,0.7045906735088304,0.38045062114114264,1.0766747453760774,1.2255576203620973,1.602283079657279
0025,0.3012752163378091,0.40994241684813976,0.391939987902655,0.47981158422969233,0.44158253141087467,1.345888588644213
0026,1.3290090819281535,2.034982917811372,1.571591202041813,1.5460794361312822,1.8842766524418386,1.128914635640753
0027,5.274270067913896,1.3664174722635953,2.154972047402145,3.695811279991371,2.957181531603428,6.402915830016434
0028,1.2319454662632188,1.2421327299546316,0.4151666630308536,1.1376268705225132,0.6161997498926319,1.2693485833946854
0029,0.8650561711644136,0.5960579123141239,0.6316468156799933,1.5330264000430571,1.4598586001197331,0.6756614327650383
0030,7.317632144503142,3.380746642945016,3.9200048612899985,10.071959806216633,6.958988277395895,10.412013261523196
