Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time,time_rounded,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
1715152012107,382.4395,Cow_boy,-6.00012,-1.0,0.09986888,Idle,,,-6.051207,-0.09563506,0.3896576,-5.950433,-0.09175289,-0.1624199,-0.09552082,0.5403186,0.1828972,,0.0,0.0,,,0.0524692877590069,0.0687559561461979,0.0038423312542205,0.1250675751594254,0.763123527035822,0.419527504967803,0.5497504533733368,-2.677191911334249,0.0
1715152012190,382.5227,Cow_boy,-5.917024,-1.001247,0.09987092,Idle,,,-5.949274,-0.09223616,0.4028776,-5.863444,-0.08418727,-0.1751662,-0.09531739,0.5403289,0.1832895,,0.083,0.1,,,0.0530711594680186,0.0686347118981018,0.003042604178849,0.1247484755449695,0.7681821630237066,0.4254253147076533,0.5501847745895727,-2.6789568678818187,0.1
1715152012273,382.6061,Cow_boy,-5.833581,-1.0025,0.09987295,Idle,,,-5.911057,-0.09505028,0.4051815,-5.702291,-0.04480356,-0.2050747,-0.09497833,0.5402678,0.1836275,,0.166,0.2,,,0.0530711594680186,0.0686347118981018,0.003042604178849,0.1247484755449695,0.7698683750196681,0.4254253147076533,0.5501847745895727,-2.6789568678818187,0.2
1715152012357,382.689,Cow_boy,-5.750754,-1.003743,0.09987497,Idle,,,-5.916636,-0.1169927,0.3828384,-5.507332,0.01460743,-0.2279105,-0.09455942,0.5401936,0.1839052,,0.25,0.2,,,0.0530711594680186,0.0686347118981018,0.003042604178849,0.1247484755449695,0.7698683750196681,0.4254253147076533,0.5501847745895727,-2.6789568678818187,0.2
1715152012440,382.7721,Cow_boy,-5.667626,-1.004991,0.09987704,Idle,,,-5.832832,-0.1435783,0.3772577,-5.396234,0.02555513,-0.2125513,-0.09412804,0.5402597,0.1841594,,0.333,0.3,,,0.0530711594680186,0.0686347118981018,0.003042604178849,0.1247484755449695,0.7707114810176489,0.4254253147076533,0.5501847745895727,-2.6789568678818187,0.3
1715152012523,382.8556,Cow_boy,-5.584097,-1.006245,0.09987903,Idle,,,-5.683265,-0.1400337,0.4166943,-5.38612,0.0008193254,-0.1855226,-0.09371551,0.5403875,0.1843802,,0.416,0.4,,,0.0530711594680186,0.0686347118981018,0.003042604178849,0.1247484755449695,0.7712173446164373,0.4254253147076533,0.5501847745895727,-2.6789568678818187,0.4
1715152012607,382.939,Cow_boy,-5.500699,-1.007496,0.09988103,Idle,,,-5.529259,-0.1180667,0.4797742,-5.423065,-0.04329175,-0.1406768,-0.09350311,0.5404389,0.1846572,,0.5,0.5,,,0.0540891054265078,0.0674824073183887,0.0037781536980661,0.1253496664429627,0.7762692846389787,0.4315057786860544,0.5383533058629631,-2.6958883473943254,0.5
1715152012690,383.0225,Cow_boy,-5.41723,-1.008749,0.09988312,Idle,,,-5.35529,-0.06397629,0.513799,-5.45999,-0.07632983,-0.1145113,-0.0934949,0.5404686,0.1849532,,0.583,0.6,,,0.0540891054265078,0.0674824073183887,0.0037781536980661,0.1253496664429627,0.7798778132265082,0.4315057786860544,0.5383533058629631,-2.6958883473943254,0.6
1715152012773,383.1054,Cow_boy,-5.334328,-1.009993,0.09988514,Idle,,,-5.17674,0.005005002,0.5095757,-5.483464,-0.08635247,-0.1053239,-0.09355161,0.5405755,0.1851514,,0.666,0.7,,,0.0540891054265078,0.0674824073183887,0.0037781536980661,0.1253496664429627,0.7825842096671554,0.4315057786860544,0.5383533058629631,-2.6958883473943254,0.7
1715152012857,383.1885,Cow_boy,-5.251251,-1.01124,0.09988717,Idle,,,-5.016112,0.04452229,0.5113065,-5.477839,-0.09725606,-0.07969322,-0.09368076,0.5407615,0.1850387,,0.75,0.8,,,0.0549384476605059,0.067542043005521,0.0037596750193835,0.1262401656854104,0.7860077749066201,0.4351899204363541,0.5350281555700369,-2.6950050156589707,0.8
