Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time
1715663920547,654.1727,Cow_boy,-6.000124,-1.0,0.09986888,Idle,,,-6.051202,-0.09563422,0.3896511,-5.95043,-0.09175658,-0.1624163,-0.137549,0.5804363,0.05556487,,0.0
1715663920630,654.2565,Cow_boy,-5.916418,-1.001256,0.09987094,Idle,,,-5.948668,-0.09223646,0.4028946,-5.862782,-0.08416706,-0.1751845,-0.1388602,0.5802255,0.05602496,,0.083
1715663920714,654.3398,Cow_boy,-5.83313,-1.002506,0.09987298,Idle,,,-5.911121,-0.09513384,0.4051125,-5.701164,-0.04448295,-0.2052788,-0.1407652,0.5801172,0.0565672,,0.167
1715663920797,654.4226,Cow_boy,-5.750288,-1.00375,0.099875,Idle,,,-5.917244,-0.1173985,0.3823638,-5.505412,0.01549172,-0.2280981,-0.1424873,0.5795931,0.05704736,,0.25
1715663920880,654.5063,Cow_boy,-5.666565,-1.005007,0.09987701,Idle,,,-5.832267,-0.1434833,0.3771465,-5.394765,0.0257256,-0.2126618,-0.1435505,0.578994,0.05727378,,0.333
1715663920964,654.589,Cow_boy,-5.583955,-1.006246,0.099879,Idle,,,-5.68314,-0.1400412,0.416674,-5.385951,0.0008245707,-0.1855352,-0.1440693,0.5792501,0.05765884,,0.417
1715663921047,654.6722,Cow_boy,-5.500716,-1.007496,0.09988106,Idle,,,-5.528369,-0.117659,0.4802446,-5.42431,-0.04375327,-0.1404217,-0.1438747,0.5788895,0.05768771,,0.5
1715663921130,654.7559,Cow_boy,-5.416997,-1.008752,0.09988306,Idle,,,-5.35432,-0.06335551,0.5139269,-5.460711,-0.07642829,-0.1144163,-0.1432988,0.578847,0.05663951,,0.583
1715663921213,654.8392,Cow_boy,-5.333688,-1.010003,0.09988514,Idle,,,-5.176208,0.00493741,0.5095828,-5.482723,-0.0863418,-0.1053482,-0.1427507,0.5789801,0.05490778,,0.666
1715663921297,654.9231,Cow_boy,-5.249849,-1.011261,0.09988717,Idle,,,-5.014983,0.04438698,0.5112147,-5.47619,-0.0972656,-0.07986685,-0.1426419,0.5792478,0.0532295,,0.75
1715663921380,655.0067,Cow_boy,-5.166287,-1.012515,0.09988926,Idle,,,-4.896103,0.04323339,0.5280415,-5.412868,-0.1121764,-0.05915358,-0.1427398,0.5795407,0.05172392,,0.833
1715663921464,655.0881,Cow_boy,-5.084866,-1.013737,0.09989128,Idle,,,-4.835218,0.01714778,0.514761,-5.29175,-0.1084666,-0.0979391,-0.1429565,0.579298,0.05052599,,0.917
1715663921547,655.1726,Cow_boy,-5.00038,-1.015005,0.09989343,Idle,,,-4.811954,-0.02898151,0.4721131,-5.113473,-0.1046831,-0.1677624,-0.1432029,0.5799531,0.05012948,,1.0
1715663921630,655.2559,Cow_boy,-4.917157,-1.016255,0.09989557,Idle,,,-4.847332,-0.06644529,0.4397986,-4.911629,-0.07015669,-0.2204321,-0.1433591,0.5809852,0.04911505,,1.083
